Protein,Entry,Gene names  (primary ),UniqID,Intensity,Relative_concentration_ECOR2_Glu,Relative_concentration_ECOR51_Glu,Relative_concentration_NCM_Glu,Relative_concentration_ECOR63_Glu,Relative_concentration_AC_Glu,Relative_concentration_ECOR2_Ace,Relative_concentration_ECOR51_Ace,Relative_concentration_NCM_Ace,Relative_concentration_ECOR63_Ace,Relative_concentration_AC_Ace,Relative_concentration_ECOR2_Glu_log2,Relative_concentration_ECOR51_Glu_log2,Relative_concentration_NCM_Glu_log2,Relative_concentration_ECOR63_Glu_log2,Relative_concentration_AC_Glu_log2,Relative_concentration_ECOR2_Ace_log2,Relative_concentration_ECOR51_Ace_log2,Relative_concentration_NCM_Ace_log2,Relative_concentration_ECOR63_Ace_log2,Relative_concentration_AC_Ace_log2,Intensity_1,Intensity_2,Intensity_3,Intensity_4,Intensity_5,Intensity_6,Intensity_7,Intensity_8,Intensity_9,Intensity_10,massfraction_1,massfraction_2,massfraction_3,massfraction_4,massfraction_5,massfraction_6,massfraction_7,massfraction_8,massfraction_9,massfraction_10
ARAF_ECOLI,P02924,araF,21,606762200,0.111257887,2.81366744,0.171751598,0.387591116,0.241594597,0.715155425,2.908726331,1.18295976,0.500320806,0.606267449,-3.168020482,1.49245182,-2.54160457,-1.367392592,-2.049339903,-0.483671277,1.540387566,0.242401,-0.999074645,-0.72197373,67507080.36,1707227046,104212377.7,235175638.2,146590469.3,433929279.1,1764905188,717775266.6,303575753.2,367860171.1,1.24E-05,0.000281729,1.87E-05,4.20E-05,2.58E-05,7.70E-05,0.000291871,0.00012808,5.21E-05,6.32E-05
END8_ECOLI,P50465,nei,3,64221100,1.0491478,0.740572187,1.0215652,0.823606032,1.809155621,1.044498713,0.905692757,0.793823119,0.787211088,1.53855063,0.069217934,-0.433287727,0.030781284,-0.279973699,0.855316512,0.062810715,-0.142906375,-0.333110516,-0.345177553,0.62157192,67377425.81,47560360.46,65606040.84,52892885.33,116185964,67078856.29,58164585.12,50980193.89,50555562.02,98807413.83,1.24E-05,7.85E-06,1.18E-05,9.45E-06,2.04E-05,1.19E-05,9.62E-06,9.10E-06,8.68E-06,1.70E-05
YACL_ECOLI,P0A8E5,yacL,4,67528000,0.996129357,0.552707651,0.880623136,0.907842394,1.12970055,1.393314176,1.090021587,1.046923755,0.850653198,1.250115434,-0.005594992,-0.855411512,-0.183403348,-0.139486236,0.175940407,0.478520605,0.124356706,0.066156378,-0.233357014,0.322061317,67266623.24,37323242.24,59466719.11,61304781.15,76286418.72,94087719.66,73606977.7,70696667.33,57442909.16,84417794.99,1.24E-05,6.16E-06,1.07E-05,1.09E-05,1.34E-05,1.67E-05,1.22E-05,1.26E-05,9.86E-06,1.45E-05
SMP_ECOLI,P0AGC7,ytjB,8,74699200,0.897451681,1.078484101,0.840699449,1.016975009,1.069800626,0.826431526,1.049962768,0.879820225,1.171372876,1.143600495,-0.156093829,0.109004908,-0.250337967,0.024284227,0.097341952,-0.275032806,0.070338171,-0.184719328,0.228200393,0.19358315,67038922.62,80561899.55,62799576.3,75967219.58,79913250.88,61733773.82,78431378.83,65721866.99,87500616.73,85426042.12,1.23E-05,1.33E-05,1.13E-05,1.36E-05,1.40E-05,1.10E-05,1.30E-05,1.17E-05,1.50E-05,1.47E-05
YECM_ECOLI,P52007,yecM,10,83623480,0.797843039,1.402393165,0.750704489,0.592260516,1.299603959,0.977869511,1.212821839,1.022193636,0.864670039,1.281848321,-0.325823144,0.48789087,-0.413682985,-0.755696185,0.378072043,-0.032286133,0.278367637,0.031668515,-0.209778394,0.35822556,66718411.43,117272996.8,62776521.82,49526885.41,108677405.6,81772851.5,101420382.8,85479389.09,72306717.75,107192617.4,1.23E-05,1.94E-05,1.13E-05,8.84E-06,1.91E-05,1.45E-05,1.68E-05,1.53E-05,1.24E-05,1.84E-05
RUTR_ECOLI,P0ACU2,rutR,6,52412500,1.268707409,0.852521867,1.126632733,0.989340222,1.116121186,1.022843651,0.984839383,0.78818519,0.925048008,1.077101092,0.343359392,-0.230191255,0.172017294,-0.015461363,0.158493681,0.032585635,-0.022039639,-0.343393453,-0.112399854,0.107153662,66496127.1,44682802.38,59049638.14,51853794.38,58498701.69,53609792.84,51617894.17,41310756.27,48484078.73,56453561,1.22E-05,7.37E-06,1.06E-05,9.26E-06,1.03E-05,9.52E-06,8.54E-06,7.37E-06,8.32E-06,9.70E-06
YDIZ_ECOLI,P64479,ydiZ,3,180949000,0.36571005,1.157562426,0.172834286,0.381779507,1.165197179,1.788819804,1.90492675,0.662867965,0.353679875,2.078132818,-1.45122782,0.211089998,-2.532538652,-1.389188431,0.220574113,0.839008066,0.929735523,-0.593206562,-1.499483966,1.055287863,66174867.87,209459763.4,31274191.28,69082619.97,210841264.3,323685154.8,344694590.5,119945295.5,63998019.69,376036055.4,1.22E-05,3.46E-05,5.60E-06,1.23E-05,3.71E-05,5.75E-05,5.70E-05,2.14E-05,1.10E-05,6.46E-05
FES_ECOLI,P13039,fes,5,66900600,0.984388548,0.642117689,0.867488055,1.087746146,0.908098534,0.775587986,0.802346268,1.382623793,1.376908258,1.226751626,-0.022700221,-0.639090353,-0.205084202,0.121341906,-0.139079247,-0.366637638,-0.317703101,0.467408658,0.461432438,0.294843183,65856184.5,42958058.63,58035471.37,72770869.83,60752336.81,51887301.64,53677446.73,92498361.31,92115988.62,82070419.81,1.21E-05,7.09E-06,1.04E-05,1.30E-05,1.07E-05,9.21E-06,8.88E-06,1.65E-05,1.58E-05,1.41E-05
YJBQ_ECOLI,P0AF48,yjbQ,4,73529200,0.887981235,0.656766394,0.560898401,0.866485109,0.964227066,1.522892401,0.895570342,0.837123946,0.774281973,1.745433626,-0.171398906,-0.606547786,-0.834188623,-0.206753139,-0.052555167,0.606814013,-0.159121343,-0.256486848,-0.369069041,0.803585496,65292549.81,48291507.56,41242410.74,63711956.86,70898844.81,111977059.9,65850570.77,61553054.08,56932334.06,128340338.2,1.20E-05,7.97E-06,7.39E-06,1.14E-05,1.25E-05,1.99E-05,1.09E-05,1.10E-05,9.77E-06,2.20E-05
YQAB_ECOLI,P77475,yqaB,5,50883200,1.271927804,1.20360944,0.907094781,0.95093277,0.814751004,0.927733617,1.111290063,0.993140852,0.880980405,0.895290596,0.347016784,0.267367326,-0.140674791,-0.072584747,-0.29556887,-0.108217476,0.15223543,-0.009929752,-0.182818164,-0.159572062,64719756.83,61243499.84,46155885.16,48386502.32,41457138.28,47206055.17,56545994.53,50534184.62,44827102.16,45555250.47,1.19E-05,1.01E-05,8.27E-06,8.64E-06,7.29E-06,8.38E-06,9.35E-06,9.02E-06,7.69E-06,7.82E-06
EXOX_ECOLI,P0AEK0,exoX,7,116837000,0.553553555,0.733435665,0.689572132,1.655356272,0.870983209,0.694295296,0.835623008,0.598123543,1.589440955,0.67787769,-0.853205195,-0.447257674,-0.536226623,0.727141752,-0.199283188,-0.526378698,-0.259075879,-0.74148459,0.668519424,-0.560903105,64675536.65,85692422.74,80567539.22,193406860.7,101763065.2,81119379.52,97631685.4,69882960.37,185705512.9,79201195.65,1.19E-05,1.41E-05,1.44E-05,3.45E-05,1.79E-05,1.44E-05,1.61E-05,1.25E-05,3.19E-05,1.36E-05
HOLA_ECOLI,P28630,holA,7,68633600,0.940803956,1.18761653,0.98717186,1.088272437,1.113225041,0.852732083,1.053613618,0.846718355,1.000393381,0.615669739,-0.088033968,0.248069079,-0.018626825,0.122039765,0.154745266,-0.229835557,0.075345897,-0.240045931,0.000567418,-0.699771436,64570762.41,81510397.88,67753158.54,74692055.15,76404642.15,58526072.7,72313295.58,58113328.89,68660599.19,42255630.58,1.19E-05,1.35E-05,1.21E-05,1.33E-05,1.34E-05,1.04E-05,1.20E-05,1.04E-05,1.18E-05,7.26E-06
ZNTB_ECOLI,P64423,zntB,9,86156280,0.748816893,0.914741427,0.731875509,1.003519403,1.13054031,1.170882421,1.088438152,0.843340117,0.832849858,1.471716291,-0.417315114,-0.128564105,-0.450329825,0.005068512,0.177012433,0.227596209,0.122259433,-0.245813511,-0.263871658,0.557499584,64515277.87,78810718.52,63055671.32,86459498.69,97403147.51,100878873.7,93775782.22,72659047.28,71755245.53,126797600.9,1.18E-05,1.30E-05,1.13E-05,1.54E-05,1.71E-05,1.79E-05,1.55E-05,1.30E-05,1.23E-05,2.18E-05
OGT_ECOLI,P0AFH0,ogt,3,55996800,1.149410483,0.909303966,0.783709492,1.445856066,1.070718156,0.878077228,1.04378816,0.75961586,1.406289246,0.727821418,0.200894112,-0.137165449,-0.351609125,0.53192394,0.098578771,-0.187580262,0.061828943,-0.396658067,0.491893359,-0.458343589,64363308.93,50918112.34,43885223.67,80963312.96,59956790.44,49169514.94,58448796.86,42536057.39,78747697.64,40755670.36,1.18E-05,8.40E-06,7.86E-06,1.45E-05,1.05E-05,8.73E-06,9.67E-06,7.59E-06,1.35E-05,7.00E-06
RND_ECOLI,P09155,rnd,9,70977800,0.898221314,1.598208138,1.067712837,0.892238565,0.915287757,0.762084076,1.241317578,0.929365415,1.021225249,0.572743647,-0.154857138,0.676455306,0.094523684,-0.164498588,-0.127702713,-0.391977926,0.311872261,-0.105682137,0.030301113,-0.804038543,63753772.8,113437297.6,75783908.21,63329130.41,64965111.33,54091051.1,88105990.82,65964312.57,72484321.47,40652084.04,1.17E-05,1.87E-05,1.36E-05,1.13E-05,1.14E-05,9.60E-06,1.46E-05,1.18E-05,1.24E-05,6.98E-06
YCGR_ECOLI,P76010,ycgR,8,74880100,0.849419406,0.582630661,2.079106868,0.64774361,0.551502606,0.382845072,0.518673897,2.950617091,0.666259124,0.574469731,-0.235451026,-0.77934647,1.055963916,-0.626505218,-0.858560393,-1.38516741,-0.947100329,1.561016711,-0.58584471,-0.799697216,63604610.07,43627442.14,155683730.2,48503106.26,41296570.25,28667477.24,38838353.28,220942502.8,49889549.85,43016350.92,1.17E-05,7.20E-06,2.79E-05,8.66E-06,7.26E-06,5.09E-06,6.42E-06,3.94E-05,8.56E-06,7.39E-06
YBGA_ECOLI,P24252,ybgA,5,70432500,0.896268879,0.259064349,0.282708272,0.776243129,1.330428603,1.855930548,0.459922456,0.64430153,0.50833607,2.857501314,-0.157996493,-1.948617604,-1.822613998,-0.365419502,0.411891091,0.892142724,-1.120537455,-0.634192075,-0.976145491,1.514754162,63126457.79,18246549.73,19911850.37,54672744.17,93705412.61,130717828.4,32393488.37,45379767.49,35803380.24,201260961.3,1.16E-05,3.01E-06,3.57E-06,9.76E-06,1.65E-05,2.32E-05,5.36E-06,8.10E-06,6.14E-06,3.46E-05
AIDB_ECOLI,P33224,aidB,6,89339600,0.706238309,0.843325265,0.424044422,0.397934547,1.033490784,1.916202527,1.393566324,0.639751717,0.437053644,2.158557047,-0.501773014,-0.245838919,-1.237712687,-1.329396941,0.047525524,0.93825005,0.478781666,-0.644415981,-1.194117728,1.110067221,63095048.07,75342341.83,37883959.08,35551313.27,92331653.25,171192767.3,124500657.9,57155162.49,39046197.71,192844623.1,1.16E-05,1.24E-05,6.79E-06,6.35E-06,1.62E-05,3.04E-05,2.06E-05,1.02E-05,6.70E-06,3.31E-05
MBHM_ECOLI,P0ACE0,hybC,8,103452000,0.609291327,1.333164383,0.738229366,1.209965606,0.648318314,0.807980037,1.127915444,0.878232006,1.422163169,0.683910241,-0.714795891,0.41485468,-0.437858967,0.274966038,-0.625225768,-0.307608447,0.173658917,-0.187325983,0.508086999,-0.548121103,63032406.35,137918521.8,76371304.36,125173361.8,67069826.21,83587150.76,116685108.5,90854857.44,147125624.1,70751882.2,1.16E-05,2.28E-05,1.37E-05,2.24E-05,1.18E-05,1.48E-05,1.93E-05,1.62E-05,2.52E-05,1.22E-05
HEMW_ECOLI,P52062,hemW,5,58087300,1.078669815,0.704388167,1.352250092,0.891438412,0.818031181,1.177927121,0.933076861,1.078601861,1.13168791,0.686960062,0.109253317,-0.505557421,0.435361995,-0.165792967,-0.28977226,0.236250282,-0.099932168,0.109162428,0.178476155,-0.541701867,62657017.12,40916006.78,78548556.74,51781250.47,47517222.6,68422606.08,54199915.56,62653069.89,65736695.13,39903655.22,1.15E-05,6.75E-06,1.41E-05,9.25E-06,8.35E-06,1.21E-05,8.96E-06,1.12E-05,1.13E-05,6.85E-06
HYCI_ECOLI,P0AEV9,hycI,8,47112000,1.329713606,1.20540398,0.70928992,0.417978421,0.955223798,1.251062827,1.161139298,1.085053601,0.551784131,1.306709626,0.411115551,0.269516734,-0.495552649,-1.258499631,-0.066089315,0.323154242,0.215541058,0.117766312,-0.85782413,0.385938584,62645467.41,56788992.33,33416066.72,19691799.39,45002503.59,58940071.92,54703594.62,51119045.23,25995653.96,61561703.9,1.15E-05,9.37E-06,5.99E-06,3.52E-06,7.91E-06,1.05E-05,9.05E-06,9.12E-06,4.46E-06,1.06E-05
RNH_ECOLI,P0A7Y4,rnhA,5,62549300,0.997767516,1.08701796,1.079521309,0.907822734,1.013661824,0.90673587,1.056130331,0.893230994,1.077341202,1.044756249,-0.003224394,0.120375777,0.110391721,-0.139517477,0.019576423,-0.141245737,0.078787881,-0.162894783,0.107475235,0.063166388,62409659.71,67992212.5,67523302.19,56783676.55,63403837.52,56715693.92,66060212.92,55870973.43,67386938.08,65348772.05,1.15E-05,1.12E-05,1.21E-05,1.01E-05,1.11E-05,1.01E-05,1.09E-05,9.97E-06,1.16E-05,1.12E-05
TOP3_ECOLI,P14294,topB,7,73461300,0.848238183,0.59063604,0.937929586,1.613867588,0.956159425,0.722490211,0.779588794,0.855854145,1.39516253,0.762305788,-0.237458668,-0.759658703,-0.092448476,0.690522216,-0.064676909,-0.468950055,-0.359214741,-0.224563142,0.480433199,-0.391558265,62312679.64,43388891.36,68901526.73,118556811.1,70240714.38,53075070.12,57269606.3,62872158.08,102490453.2,55999974.19,1.14E-05,7.16E-06,1.23E-05,2.12E-05,1.23E-05,9.42E-06,9.47E-06,1.12E-05,1.76E-05,9.62E-06
YPEA_ECOLI,P76539,ypeA,6,86258300,0.715989721,0.841886948,0.692009662,1.320931531,1.160908852,0.764925882,0.851975278,0.701545379,1.419631653,1.166085189,-0.48198922,-0.248301579,-0.531135913,0.401555688,0.215254704,-0.386608132,-0.231116527,-0.511391669,0.505516647,0.221673189,61760056.13,72619736.96,59691577.07,113941308.3,100138024,65981206.18,73489939.12,60514111.74,122455013,100584526.1,1.13E-05,1.20E-05,1.07E-05,2.03E-05,1.76E-05,1.17E-05,1.22E-05,1.08E-05,2.10E-05,1.73E-05
CCME_ECOLI,P69490,ccmE,6,71569800,0.861074075,1.078460111,0.833591916,0.964974567,1.111387773,0.928576514,1.180051865,0.870599106,0.963846134,1.303885302,-0.215790742,0.108972817,-0.262586808,-0.051437176,0.152362273,-0.106907303,0.238850269,-0.199919557,-0.053125239,0.382816966,61626899.34,77185174.47,59660006.73,69063036.78,79541800.62,66458035.39,84456075.96,62308603.88,68982275.01,93318810.25,1.13E-05,1.27E-05,1.07E-05,1.23E-05,1.40E-05,1.18E-05,1.40E-05,1.11E-05,1.18E-05,1.60E-05
FUMB_ECOLI,P14407,fumB,4,108166200,0.567501847,0.998909252,1.129170105,1.064483117,1.322199833,0.666231804,0.94396873,0.921729973,1.058945708,1.133768893,-0.817303007,-0.001574476,0.175262838,0.090153069,0.402940237,-0.585903868,-0.083189025,-0.11758393,0.082628625,0.181126592,61384518.27,108048217.9,122138039.4,115141093.7,143017331.6,72063762.61,102105510.5,99700028.58,114542133.3,122635472.9,1.13E-05,1.78E-05,2.19E-05,2.06E-05,2.51E-05,1.28E-05,1.69E-05,1.78E-05,1.97E-05,2.11E-05
FLID_ECOLI,P24216,fliD,5,96965400,0.631197617,0.494943393,1.169662892,0.626092129,0.458996805,0.634672561,0.382960506,3.639983154,0.296433055,1.00297792,-0.663836336,-1.014664564,0.226092791,-0.67555313,-1.123443984,-0.655915624,-1.384732479,1.863931774,-1.754221765,0.004289846,61204329.42,47992384.03,113416830.2,60709273.76,44506808.77,61541278.73,37133918.62,352952422.5,28743749.74,97254155.2,1.12E-05,7.92E-06,2.03E-05,1.08E-05,7.82E-06,1.09E-05,6.14E-06,6.30E-05,4.93E-06,1.67E-05
UBIX_ECOLI,P0AG03,ubiX,3,76081300,0.802382457,0.590023828,1.039044428,1.595737295,0.755509353,1.343445681,0.885806161,0.825129885,1.068877636,0.694429305,-0.317638031,-0.761154875,0.055257343,0.674223161,-0.404478479,0.425937991,-0.174937064,-0.277306861,0.096096704,-0.526100264,61046300.43,44889779.89,79051850.83,121405767.8,57480133.76,102211093.9,67393284.25,62776954.31,81321600.07,52833084.28,1.12E-05,7.41E-06,1.42E-05,2.17E-05,1.01E-05,1.81E-05,1.11E-05,1.12E-05,1.40E-05,9.07E-06
YAEQ_ECOLI,P0AA97,yaeQ,4,44194200,1.378093785,1.09733379,0.998183426,0.648868707,1.372464302,1.164386712,1.152220751,0.918375308,0.698936168,1.202155858,0.462674073,0.134002435,-0.002623146,-0.624001503,0.456768625,0.219570281,0.204417145,-0.122844242,-0.516767391,0.265623952,60903752.37,48495788.97,44113917.96,28676233.43,60654961.87,51459139.24,50921474.3,40586862.03,30888924.79,53128316.43,1.12E-05,8.00E-06,7.91E-06,5.12E-06,1.07E-05,9.14E-06,8.42E-06,7.24E-06,5.30E-06,9.13E-06
YHFZ_ECOLI,P45552,yhfZ,6,59632500,1.014039754,1.155796866,0.855597807,1.129741729,0.85239445,0.817962029,0.866039026,0.987482655,1.230933725,0.879177031,0.020114212,0.208887863,-0.22499531,0.175992995,-0.230406895,-0.289894222,-0.207496057,-0.018172688,0.299753088,-0.1857744,60469725.63,68923056.61,51021436.23,67369323.67,50830412.05,48777120.69,51644072.21,58886059.4,73403655.38,52427524.28,1.11E-05,1.14E-05,9.14E-06,1.20E-05,8.94E-06,8.66E-06,8.54E-06,1.05E-05,1.26E-05,9.00E-06
FUCO_ECOLI,P0A9S1,fucO,18,294750270,0.202692005,1.9781826,0.268492739,1.029259096,0.291561129,0.608355794,1.707654351,1.061496441,1.232809144,0.665161369,-2.302638908,0.984175603,-1.897045024,0.041606198,-1.778129704,-0.717012772,0.772015987,0.086099534,0.301949467,-0.588223711,59743523.32,583069855.4,79138307.17,303374396.3,85937721.43,179313034.5,503331581.1,312876362.5,363370828,196056493.2,1.10E-05,9.62E-05,1.42E-05,5.42E-05,1.51E-05,3.18E-05,8.32E-05,5.58E-05,6.24E-05,3.37E-05
PBP7_ECOLI,P0AFI5,pbpG,11,76766000,0.778186849,1.316242513,1.415098637,0.712177227,1.675444789,0.505723603,1.103314734,0.985431819,0.833678421,1.012741069,-0.361811495,0.396425325,0.500902617,-0.489691791,0.744544146,-0.983578981,0.141844395,-0.021172039,-0.262437103,0.018265363,59738291.64,101042672.8,108631462,54670996.99,128617194.7,38822378.14,84697058.84,75647659.01,63998157.64,77744080.91,1.10E-05,1.67E-05,1.95E-05,9.76E-06,2.26E-05,6.89E-06,1.40E-05,1.35E-05,1.10E-05,1.34E-05
ALLE_ECOLI,P75713,allE,2,78624000,0.759756828,1.01126314,0.849468991,1.218295572,0.787382117,0.803249976,0.923459282,0.99275422,1.545200511,0.705819579,-0.396390359,0.016158448,-0.23536681,0.284864189,-0.344864148,-0.316079063,-0.114879745,-0.010491507,0.62779406,-0.502628644,59735120.88,79509553.09,66788649.99,95787271.01,61907131.6,63154726.08,72606062.6,78054307.79,121489845,55494358.6,1.10E-05,1.31E-05,1.20E-05,1.71E-05,1.09E-05,1.12E-05,1.20E-05,1.39E-05,2.09E-05,9.53E-06
NLPC_ECOLI,P23898,nlpC,4,34602500,1.725237644,0.544636251,1.125503168,0.998046268,1.023893985,1.293509407,0.57393108,1.024019292,1.031865494,0.94399438,0.7867951,-0.876635084,0.170570118,-0.002821396,0.034066345,0.371290546,-0.801050593,0.034242896,0.045254925,-0.083149824,59697535.56,18845775.87,38945223.37,34534896,35429291.62,44758659.27,19859450.19,35433627.56,35705125.76,32664565.54,1.10E-05,3.11E-06,6.98E-06,6.17E-06,6.23E-06,7.95E-06,3.28E-06,6.32E-06,6.13E-06,5.61E-06
LPXK_ECOLI,P27300,lpxK,4,46678500,1.271461627,1.13536614,1.119881363,1.151421773,0.953196643,1.005548475,1.032405556,0.812925429,1.056386132,0.693113417,0.346487922,0.183157622,0.163345906,0.203416398,-0.069154225,0.007982632,0.04600981,-0.298805077,0.079137267,-0.528836649,59349921.55,52997188.38,52274382.21,53746641.23,44493789.48,46937494.5,48191142.73,37946139.64,49310520.06,32353494.64,1.09E-05,8.75E-06,9.37E-06,9.60E-06,7.82E-06,8.33E-06,7.97E-06,6.77E-06,8.46E-06,5.56E-06
YNFD_ECOLI,P76172,ynfD,2,86540000,0.684114982,1.029593614,0.365602297,0.235764023,1.109385774,1.764686495,1.52046089,0.773958494,0.37496295,2.43169864,-0.547689269,0.04207501,-1.451652958,-2.084584514,0.149761131,0.819411904,0.604508707,-0.369671895,-1.415180046,1.281964447,59203310.57,89101031.32,31639222.82,20403018.52,96006244.9,152715969.3,131580685.4,66978368.11,32449293.65,210439200.3,1.09E-05,1.47E-05,5.67E-06,3.64E-06,1.69E-05,2.71E-05,2.18E-05,1.20E-05,5.57E-06,3.61E-05
MTFA_ECOLI,P76346,mtfA,8,64950200,0.908586698,0.494056343,1.028052819,0.342973069,0.457796129,1.59279665,0.465149539,3.069909212,0.399924156,0.527169756,-0.138303911,-1.017252517,0.039914389,-1.543832799,-1.127222832,0.671562092,-1.104233497,1.618195991,-1.322201672,-0.92366049,59012887.76,32089058.27,66772236.22,22276169.4,29733950.12,103452461,30211555.61,199391217.3,25975153.89,34239781.08,1.08E-05,5.30E-06,1.20E-05,3.98E-06,5.23E-06,1.84E-05,5.00E-06,3.56E-05,4.46E-06,5.88E-06
ADHP_ECOLI,P39451,adhP,15,544088050,0.108409589,1.833067115,0.154874906,0.670452795,1.054094407,0.235906539,1.802175496,0.172132763,0.62493671,2.825966856,-3.205435728,0.874259609,-2.690824684,-0.576792337,0.076004083,-2.083712686,0.849739508,-2.538406378,-0.678218006,1.498744545,58984361.71,997349912.4,84265585.87,364785353.6,573520170.3,128353928.8,980542151.2,93655379.14,340020595.9,1537574796,1.08E-05,0.000164584,1.51E-05,6.51E-05,0.00010082,2.28E-05,0.000162157,1.67E-05,5.84E-05,0.00026409
BCSG_ECOLI,P37659,bcsG,6,108933400,0.541115332,1.856539086,0.445265216,0.787192894,1.821942281,0.296150506,1.635267234,0.366567466,0.885621653,1.47981826,-0.885991976,0.892615689,-1.167263183,-0.345210897,0.865477256,-1.755597542,0.709526419,-1.447849349,-0.175237599,0.565420006,58945532.89,202239114.9,48504253.84,85751598.41,198470367.3,32260681.57,178135219.7,39931440.35,96473777.8,161201634.4,1.08E-05,3.34E-05,8.69E-06,1.53E-05,3.49E-05,5.73E-06,2.95E-05,7.13E-06,1.66E-05,2.77E-05
XDHB_ECOLI,Q46800,xdhB,4,66144000,0.891127054,2.166823267,0.520072208,0.868535032,0.395096797,0.649723633,1.384370875,0.69943525,1.154864294,0.516014703,-0.166296953,1.115581488,-0.94321615,-0.203344054,-1.339721944,-0.622101913,0.469230495,-0.515737588,0.207723333,-0.954515921,58942707.88,143322358.2,34399656.14,57448381.18,26133282.54,42975319.95,91567827.17,46263445.2,76387343.85,34131276.53,1.08E-05,2.37E-05,6.16E-06,1.03E-05,4.59E-06,7.63E-06,1.51E-05,8.26E-06,1.31E-05,5.86E-06
NANE_ECOLI,P0A761,nanE,14,207578000,0.283133057,1.045918938,0.233311457,1.278734602,0.300022271,1.085752026,1.423369899,1.189957921,1.516163402,0.608232301,-1.820447893,0.064771042,-2.099670943,0.354716868,-1.736858499,0.118694645,0.509310632,0.250910558,0.600425246,-0.717305659,58772193.8,217109761.2,48430325.56,265437171.3,62278022.87,225378234.1,295460276.9,247009085.2,314722166.7,126255644.7,1.08E-05,3.58E-05,8.68E-06,4.74E-05,1.09E-05,4.00E-05,4.89E-05,4.41E-05,5.40E-05,2.17E-05
DNAC_ECOLI,P0AEF0,dnaC,6,76063200,0.77219661,1.23628003,0.921416922,0.800645179,0.955489463,1.040046389,1.205821437,0.744199658,0.93406588,1.194025708,-0.372959874,0.306005566,-0.118074001,-0.320765067,-0.065688131,0.056647878,0.270016283,-0.426238368,-0.098403788,0.255833899,58735745.2,94035415.21,70085919.66,60899634.41,72677586.13,79109256.47,91718637.14,56606207.41,71048039.81,90821416.26,1.08E-05,1.55E-05,1.26E-05,1.09E-05,1.28E-05,1.40E-05,1.52E-05,1.01E-05,1.22E-05,1.56E-05
CADC_ECOLI,P23890,cadC,4,86715100,0.676325084,1.250032394,0.587917818,1.076150388,0.716734162,0.862699712,1.307592568,1.034261151,1.175688128,0.967649323,-0.564211231,0.321965482,-0.766313592,0.105879703,-0.480489975,-0.213069621,0.386913082,0.048600512,0.23350541,-0.047443786,58647597.33,108396684,50981352.38,93318488.51,62151674.53,74809091.77,113388020.3,89686059.11,101949913.6,83909807.82,1.08E-05,1.79E-05,9.14E-06,1.67E-05,1.09E-05,1.33E-05,1.88E-05,1.60E-05,1.75E-05,1.44E-05
MCP1_ECOLI,P02942,tsr,18,251698000,0.232070385,0.730343546,4.520668605,0.20320528,0.488677826,0.239353326,0.389320442,3.391011144,0.208121416,0.28503593,-2.107365663,-0.453352842,2.176536163,-2.298990206,-1.033044453,-2.062786239,-1.360969997,1.761715526,-2.264502667,-1.810784306,58411651.89,183826009.9,1137843247,51146362.57,122999231.4,60244753.56,97991176.59,853510723,52383744.16,71742973.52,1.07E-05,3.03E-05,0.000203912,9.13E-06,2.16E-05,1.07E-05,1.62E-05,0.000152301,8.99E-06,1.23E-05
GFCC_ECOLI,P75883,gfcC,1,9294700,6.265357172,0.030627705,0.408438124,0.127842708,0.025791515,4.897730439,0.157609496,0.356768026,0.029522567,0.020079809,2.647396756,-5.029018943,-1.29181056,-2.967558226,-5.276959671,2.292113373,-2.665573633,-1.486941771,-5.082038041,-5.63811061,58234615.31,284675.3258,3796309.83,1188259.615,239724.3944,45522935.11,1464932.984,3316051.769,274403.3995,186635.8051,1.07E-05,4.70E-08,6.80E-07,2.12E-07,4.21E-08,8.08E-06,2.42E-07,5.92E-07,4.71E-08,3.21E-08
ACPS_ECOLI,P24224,acpS,4,84741700,0.685585096,1.255557073,0.848817218,1.234787443,1.039239831,0.699409143,0.982652051,0.774545867,1.172017792,0.930214874,-0.544592349,0.328327609,-0.236474174,0.304262717,0.055528631,-0.51579144,-0.025247434,-0.36857742,0.228994471,-0.104364086,58097646.5,106398040.8,71930214.01,104637987,88066949.95,59269119.73,83271605.35,65636333.48,99318780.13,78827989.79,1.07E-05,1.76E-05,1.29E-05,1.87E-05,1.55E-05,1.05E-05,1.38E-05,1.17E-05,1.70E-05,1.35E-05
HEM6_ECOLI,P36553,hemF,6,57008000,1.018483101,1.235379119,0.828735704,0.775732286,0.979345357,1.211021227,1.198475244,0.88221165,0.799195242,1.324582213,0.026422043,0.304953851,-0.271016016,-0.366369247,-0.030110392,0.276224153,0.261200108,-0.180803283,-0.323380101,0.405537391,58061684.63,70426492.82,47244565.03,44222946.15,55830520.12,69037898.13,68322676.68,50293121.74,45560522.35,75511782.81,1.07E-05,1.16E-05,8.47E-06,7.90E-06,9.81E-06,1.23E-05,1.13E-05,8.97E-06,7.82E-06,1.30E-05
