gene_name,b_number,condition,cog_class,cog_category,cog_letter,gene_product,growth_rate_hr,dataset_name,strain,mass_frac
yhje,b3523,M9_glucose,metabolism,carbohydrate transport and metabolism,G,putative transporter YhjE,0.6931471805599453,Soufi et al. 2015,BW25113,0.001110381944882258
yhjg,b3524,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,AsmA family protein YhjG,0.6931471805599453,Soufi et al. 2015,BW25113,4.7324745380659176e-05
kdgk,b3526,M9_glucose,metabolism,carbohydrate transport and metabolism,G,2-dehydro-3-deoxygluconokinase,0.6931471805599453,Soufi et al. 2015,BW25113,1.2734683743460458e-05
yhjj,b3527,M9_glucose,poorly characterized,general function prediction only,R,peptidase M16 family protein YhjJ,0.6931471805599453,Soufi et al. 2015,BW25113,0.0001339148899384094
dcta,b3528,M9_glucose,metabolism,energy production and conversion,C,C4 dicarboxylate/orotate:H+ symporter,0.6931471805599453,Soufi et al. 2015,BW25113,1.0551824330284789e-05
pdek,b3529,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,putative c-di-GMP phosphodiesterase PdeK,0.6931471805599453,Soufi et al. 2015,BW25113,1.3764099430448803e-05
bcsc,b3530,M9_glucose,cellular processes and signaling,"intracellular trafficking, secretion, and vesicular transport",U,cellulose biosynthesis protein BcsC,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
bcsb,b3532,M9_glucose,Not Assigned,Not Assigned,Not Assigned,cellulose synthase periplasmic subunit,0.6931471805599453,Soufi et al. 2015,BW25113,4.013215486819538e-06
bcse,b3536,M9_glucose,Not Assigned,Not Assigned,Not Assigned,c-di-GMP-binding protein BcsE,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
bcsg,b3538,M9_glucose,Not Assigned,Not Assigned,Not Assigned,cellulose phosphoethanolamine transferase,0.6931471805599453,Soufi et al. 2015,BW25113,1.912296900205637e-05
dppf,b3540,M9_glucose,metabolism,amino acid transport and metabolism,E,dipeptide ABC transporter ATP binding subunit DppF,0.6931471805599453,Soufi et al. 2015,BW25113,8.053707942599529e-05
dppd,b3541,M9_glucose,metabolism,inorganic ion transport and metabolism,P,dipeptide ABC transporter ATP binding subunit DppD,0.6931471805599453,Soufi et al. 2015,BW25113,0.00011642156953411888
dppc,b3542,M9_glucose,metabolism,inorganic ion transport and metabolism,P,dipeptide ABC transporter membrane subunit DppC,0.6931471805599453,Soufi et al. 2015,BW25113,8.445250556934165e-05
dppa,b3544,M9_glucose,metabolism,amino acid transport and metabolism,E,dipeptide ABC transporter periplasmic binding protein,0.6931471805599453,Soufi et al. 2015,BW25113,0.004348517757411086
eptb,b3546,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,Kdo2-lipid A phosphoethanolamine 7''-transferase,0.6931471805599453,Soufi et al. 2015,BW25113,5.262102124982862e-06
bisc,b3551,M9_glucose,metabolism,energy production and conversion,C,biotin sulfoxide reductase,0.6931471805599453,Soufi et al. 2015,BW25113,3.449900423962732e-05
yiad,b3552,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,PF13488 family lipoprotein YiaD,0.6931471805599453,Soufi et al. 2015,BW25113,3.629166434917025e-05
ghrb,b3553,M9_glucose,metabolism,energy production and conversion,C,glyoxylate reductase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0008256391749991245
yiaf,b3554,M9_glucose,Not Assigned,Not Assigned,Not Assigned,DUF3053 domain-containing protein YiaF,0.6931471805599453,Soufi et al. 2015,BW25113,0.0002592123630586971
yiag,b3555,M9_glucose,information storage and processing,transcription,K,putative DNA-binding transcriptional regulator YiaG,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
cspa,b3556,M9_glucose,information storage and processing,transcription,K,cold shock protein CspA,0.6931471805599453,Soufi et al. 2015,BW25113,0.00019224796664871408
glys,b3559,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,glycine&mdash;tRNA ligase subunit &beta;,0.6931471805599453,Soufi et al. 2015,BW25113,0.0024969427288184464
glyq,b3560,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,glycine&mdash;tRNA ligase subunit &alpha;,0.6931471805599453,Soufi et al. 2015,BW25113,0.001227985605240988
xylb,b3564,M9_glucose,metabolism,carbohydrate transport and metabolism,G,xylulokinase,0.6931471805599453,Soufi et al. 2015,BW25113,1.4053811732903736e-05
xyla,b3565,M9_glucose,metabolism,carbohydrate transport and metabolism,G,xylose isomerase,0.6931471805599453,Soufi et al. 2015,BW25113,6.098728722283766e-06
xylf,b3566,M9_glucose,metabolism,carbohydrate transport and metabolism,G,xylose ABC transporter periplasmic binding protein,0.6931471805599453,Soufi et al. 2015,BW25113,9.829207699893404e-07
xylr,b3569,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional dual regulator XylR,0.6931471805599453,Soufi et al. 2015,BW25113,4.271276608225733e-06
mals,b3571,M9_glucose,metabolism,carbohydrate transport and metabolism,G,ALPHA-AMYL-PERI-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,3.28240398633605e-06
yiaj,b3574,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional repressor YiaJ,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
selb,b3590,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,selenocysteyl-tRNA-specific translation elongation factor,0.6931471805599453,Soufi et al. 2015,BW25113,0.00022813450698593027
sela,b3591,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,selenocysteine synthase,0.6931471805599453,Soufi et al. 2015,BW25113,7.499880800383066e-05
yibf,b3592,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,glutathione transferase-like protein YibF,0.6931471805599453,Soufi et al. 2015,BW25113,0.00020373344608527562
yiba,b3594,M9_glucose,poorly characterized,general function prediction only,R,putative lyase containing HEAT-repeat,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
mtla,b3599,M9_glucose,metabolism,carbohydrate transport and metabolism,G,mannitol-specific PTS enzyme IICBA component,0.6931471805599453,Soufi et al. 2015,BW25113,0.0004241038008064515
mtld,b3600,M9_glucose,metabolism,carbohydrate transport and metabolism,G,mannitol-1-phosphate 5-dehydrogenase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00028118979038078637
mtlr,b3601,M9_glucose,information storage and processing,transcription,K,transcriptional repressor MtlR,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
yibl,b3602,M9_glucose,Not Assigned,Not Assigned,Not Assigned,DUF2810 domain-containing protein YibL,0.6931471805599453,Soufi et al. 2015,BW25113,5.5492111374451826e-05
lldp,b3603,M9_glucose,metabolism,energy production and conversion,C,lactate/glycolate:H+ symporter LldP,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
lldd,b3605,M9_glucose,metabolism,energy production and conversion,C,L-lactate dehydrogenase,0.6931471805599453,Soufi et al. 2015,BW25113,3.186204502612384e-05
cyse,b3607,M9_glucose,metabolism,amino acid transport and metabolism,E,serine acetyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,6.432517932437453e-05
gpsa,b3608,M9_glucose,metabolism,energy production and conversion,C,glycerol-3-phosphate dehydrogenase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0001252563003880786
secb,b3609,M9_glucose,cellular processes and signaling,"intracellular trafficking, secretion, and vesicular transport",U,SecB chaperone,0.6931471805599453,Soufi et al. 2015,BW25113,0.0013187320241782605
grxc,b3610,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,"oxidized glutaredoxin 3 // ""glutaredoxin 3""",0.6931471805599453,Soufi et al. 2015,BW25113,0.00015090335130590215
yibn,b3611,M9_glucose,metabolism,inorganic ion transport and metabolism,P,putative sulfurtransferase YibN,0.6931471805599453,Soufi et al. 2015,BW25113,0.00014423148884355953
gpmm,b3612,M9_glucose,metabolism,carbohydrate transport and metabolism,G,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",0.6931471805599453,Soufi et al. 2015,BW25113,0.0011007293570622467
envc,b3613,M9_glucose,cellular processes and signaling,"cell cycle control, cell division, chromosome partitioning",D,murein hydrolase activator EnvC,0.6931471805599453,Soufi et al. 2015,BW25113,1.664501017389852e-05
yibq,b3614,M9_glucose,metabolism,carbohydrate transport and metabolism,G,divergent polysaccharide deacetylase domain-containing protein YibQ,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
tdh,b3616,M9_glucose,metabolism,amino acid transport and metabolism,E,threonine dehydrogenase,0.6931471805599453,Soufi et al. 2015,BW25113,7.559091805246063e-05
kbl,b3617,M9_glucose,metabolism,coenzyme transport and metabolism,H,2-amino-3-ketobutyrate CoA ligase,0.6931471805599453,Soufi et al. 2015,BW25113,3.0356155419899954e-05
htrl,b3618,M9_glucose,Not Assigned,Not Assigned,Not Assigned,protein HtrL,0.6931471805599453,Soufi et al. 2015,BW25113,1.1421063316214735e-05
rfad,b3619,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,ADP-L-glycero-D-mannoheptose 6-epimerase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0011583787700558887
waaf,b3620,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,ADP-heptose&mdash;LPS heptosyltransferase 2,0.6931471805599453,Soufi et al. 2015,BW25113,5.7195957553443815e-05
waac,b3621,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,ADP-heptose:LPS heptosyltransferase 1,0.6931471805599453,Soufi et al. 2015,BW25113,3.4539244798032228e-06
waau,b3623,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,putative ADP-heptose:LPS heptosyltransferase 4,0.6931471805599453,Soufi et al. 2015,BW25113,1.7897746435569535e-05
waaz,b3624,M9_glucose,Not Assigned,Not Assigned,Not Assigned,lipopolysaccharide core biosynthesis protein WaaZ,0.6931471805599453,Soufi et al. 2015,BW25113,2.505124927560358e-06
waay,b3625,M9_glucose,Not Assigned,Not Assigned,Not Assigned,lipopolysaccharide core heptose (II) kinase,0.6931471805599453,Soufi et al. 2015,BW25113,2.7731625938645377e-05
waaj,b3626,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,"UDP-glucose:(glucosyl)LPS &alpha;-1,2-glucosyltransferase",0.6931471805599453,Soufi et al. 2015,BW25113,3.899040260567714e-06
waao,b3627,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,"UDP-D-glucose:(glucosyl)LPS &alpha;-1,3-glucosyltransferase",0.6931471805599453,Soufi et al. 2015,BW25113,7.746045793560237e-06
waab,b3628,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,"UDP-D-galactose:(glucosyl)lipopolysaccharide-1,6-D-galactosyltransferase",0.6931471805599453,Soufi et al. 2015,BW25113,9.085640701185813e-06
waas,b3629,M9_glucose,Not Assigned,Not Assigned,Not Assigned,lipopolysaccharide core biosynthesis protein WaaS,0.6931471805599453,Soufi et al. 2015,BW25113,2.67061320731477e-06
waap,b3630,M9_glucose,Not Assigned,Not Assigned,Not Assigned,lipopolysaccharide core heptose (I) kinase,0.6931471805599453,Soufi et al. 2015,BW25113,2.0103038135649932e-06
waag,b3631,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,lipopolysaccharide glucosyltransferase I,0.6931471805599453,Soufi et al. 2015,BW25113,1.0091913241452804e-05
waaq,b3632,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,lipopolysaccharide core heptosyltransferase 3,0.6931471805599453,Soufi et al. 2015,BW25113,1.2772897899920217e-05
waaa,b3633,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,KDO transferase,0.6931471805599453,Soufi et al. 2015,BW25113,8.9955373333404e-06
coad,b3634,M9_glucose,metabolism,coenzyme transport and metabolism,H,pantetheine-phosphate adenylyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00010208425082086663
mutm,b3635,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,DNA-formamidopyrimidine glycosylase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
rpmg,b3636,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,50S ribosomal subunit protein L33,0.6931471805599453,Soufi et al. 2015,BW25113,0.0012310405297050093
rpmb,b3637,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,50S ribosomal subunit protein L28,0.6931471805599453,Soufi et al. 2015,BW25113,0.0004909013315004523
dfp,b3639,M9_glucose,metabolism,coenzyme transport and metabolism,H,fused 4'-phosphopantothenoylcysteine decarboxylase and phosphopantothenoylcysteine synthetase,0.6931471805599453,Soufi et al. 2015,BW25113,9.267432257301618e-05
dut,b3640,M9_glucose,metabolism,nucleotide transport and metabolism,F,dUTP diphosphatase,0.6931471805599453,Soufi et al. 2015,BW25113,8.582526528450458e-06
slma,b3641,M9_glucose,information storage and processing,transcription,K,nucleoid occlusion factor SlmA,0.6931471805599453,Soufi et al. 2015,BW25113,3.309736849012373e-05
pyre,b3642,M9_glucose,metabolism,nucleotide transport and metabolism,F,orotate phosphoribosyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,8.35585203179977e-06
rph,b3643,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,truncated RNase PH,0.6931471805599453,Soufi et al. 2015,BW25113,1.3359292673439155e-06
yicc,b3644,M9_glucose,poorly characterized,function unknown,S,UPF0701 family protein YicC,0.6931471805599453,Soufi et al. 2015,BW25113,0.00019424607877565416
gmk,b3648,M9_glucose,metabolism,nucleotide transport and metabolism,F,guanylate kinase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00010516008657889374
rpoz,b3649,M9_glucose,information storage and processing,transcription,K,RNA polymerase subunit &omega;,0.6931471805599453,Soufi et al. 2015,BW25113,5.857598176236402e-05
spot,b3650,M9_glucose,information storage and processing,transcription,K,bifunctional (p)ppGpp synthase/hydrolase SpoT,0.6931471805599453,Soufi et al. 2015,BW25113,3.647580992446769e-05
trmh,b3651,M9_glucose,Not Assigned,Not Assigned,Not Assigned,EG10967-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,2.2586042675743192e-05
recg,b3652,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,ATP-dependent DNA helicase RecG,0.6931471805599453,Soufi et al. 2015,BW25113,5.409559258700766e-06
glts,b3653,M9_glucose,metabolism,amino acid transport and metabolism,E,glutamate:sodium symporter,0.6931471805599453,Soufi et al. 2015,BW25113,1.1696231624077575e-05
yich,b3655,M9_glucose,Not Assigned,Not Assigned,Not Assigned,AsmA famly protein YicH,0.6931471805599453,Soufi et al. 2015,BW25113,6.734914850081147e-05
nlpa,b3661,M9_glucose,metabolism,inorganic ion transport and metabolism,P,lipoprotein-28,0.6931471805599453,Soufi et al. 2015,BW25113,0.000640519002540912
uhpa,b3669,M9_glucose,information storage and processing,transcription,K,"UhpA-Phosphorylated // ""DNA-binding transcriptional activator UhpA""",0.6931471805599453,Soufi et al. 2015,BW25113,1.6148205045943043e-05
ilvn,b3670,M9_glucose,Not Assigned,Not Assigned,Not Assigned,acetohydroxy acid synthase I subunit IlvN,0.6931471805599453,Soufi et al. 2015,BW25113,0.00014841136852615885
ilvb,b3671,M9_glucose,metabolism,amino acid transport and metabolism,E,acetohydroxy acid synthase I subunit IlvB,0.6931471805599453,Soufi et al. 2015,BW25113,0.0012000579366930103
yide,b3685,M9_glucose,poorly characterized,general function prediction only,R,putative transport protein YidE,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
ibpb,b3686,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,small heat shock protein IbpB,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
ibpa,b3687,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,small heat shock protein IbpA,0.6931471805599453,Soufi et al. 2015,BW25113,2.601013290902565e-05
yidq,b3688,M9_glucose,poorly characterized,function unknown,S,DUF1375 domain-containing putative lipoprotein YidQ,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
yidr,b3689,M9_glucose,Not Assigned,Not Assigned,Not Assigned,DUF3748 domain-containing galacturonate catabolism protein YidR,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
yida,b3697,M9_glucose,poorly characterized,general function prediction only,R,sugar phosphatase YidA,0.6931471805599453,Soufi et al. 2015,BW25113,8.197632426201835e-05
yidb,b3698,M9_glucose,poorly characterized,function unknown,S,DUF937 domain-containing protein YidB,0.6931471805599453,Soufi et al. 2015,BW25113,4.149169802702895e-05
recf,b3700,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,DNA repair protein RecF,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
dnan,b3701,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,&beta; sliding clamp,0.6931471805599453,Soufi et al. 2015,BW25113,0.0002556945134919162
dnaa,b3702,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,chromosomal replication initiator protein DnaA,0.6931471805599453,Soufi et al. 2015,BW25113,5.413684281247555e-05
rnpa,b3704,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,RNase P protein component,0.6931471805599453,Soufi et al. 2015,BW25113,1.1959229681919973e-05
yidc,b3705,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,membrane protein insertase YidC,0.6931471805599453,Soufi et al. 2015,BW25113,0.00036656233338393105
mnme,b3706,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit,0.6931471805599453,Soufi et al. 2015,BW25113,9.864216946214836e-05
tnaa,b3708,M9_glucose,metabolism,amino acid transport and metabolism,E,tryptophanase,0.6931471805599453,Soufi et al. 2015,BW25113,1.600561390835882e-05
tnab,b3709,M9_glucose,metabolism,amino acid transport and metabolism,E,TNAB-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
yidz,b3711,M9_glucose,information storage and processing,transcription,K,putative LysR-type transcriptional regulator YidZ,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
yiee,b3712,M9_glucose,metabolism,coenzyme transport and metabolism,H,putative phosphopantetheinyl transferase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
yief,b3713,M9_glucose,metabolism,energy production and conversion,C,chromate reductase,0.6931471805599453,Soufi et al. 2015,BW25113,5.112917736537539e-05
adep,b3714,M9_glucose,metabolism,nucleotide transport and metabolism,F,adenine:H+ symporter,0.6931471805599453,Soufi et al. 2015,BW25113,0.00021558167961315556
yieh,b3715,M9_glucose,poorly characterized,general function prediction only,R,6-phosphogluconate phosphatase,0.6931471805599453,Soufi et al. 2015,BW25113,5.794866928091357e-06
yiek,b3718,M9_glucose,metabolism,carbohydrate transport and metabolism,G,putative glucosamine-6-phosphate deaminase YieK,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
phou,b3724,M9_glucose,metabolism,inorganic ion transport and metabolism,P,negative regulator of the pho regulon,0.6931471805599453,Soufi et al. 2015,BW25113,2.2213036082172246e-05
pstb,b3725,M9_glucose,metabolism,inorganic ion transport and metabolism,P,phosphate ABC transporter ATP binding subunit,0.6931471805599453,Soufi et al. 2015,BW25113,5.2146742239509836e-05
psta,b3726,M9_glucose,metabolism,inorganic ion transport and metabolism,P,phosphate ABC transporter membrane subunit PstA,0.6931471805599453,Soufi et al. 2015,BW25113,1.033519315374249e-05
pstc,b3727,M9_glucose,metabolism,inorganic ion transport and metabolism,P,phosphate ABC transporter membrane subunit PstC,0.6931471805599453,Soufi et al. 2015,BW25113,1.7983290302058543e-06
psts,b3728,M9_glucose,metabolism,inorganic ion transport and metabolism,P,phosphate ABC transporter periplasmic binding protein,0.6931471805599453,Soufi et al. 2015,BW25113,0.00011093967862047742
glms,b3729,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,L-glutamine&mdash;D-fructose-6-phosphate aminotransferase,0.6931471805599453,Soufi et al. 2015,BW25113,0.001071615508195013
glmu,b3730,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0002060016337757051
rsmg,b3740,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,16S rRNA m7G527 methyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,3.144193069653507e-05
mnmg,b3741,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG,0.6931471805599453,Soufi et al. 2015,BW25113,0.0001104479547481875
mioc,b3742,M9_glucose,metabolism,energy production and conversion,C,flavoprotein MioC,0.6931471805599453,Soufi et al. 2015,BW25113,3.790244432841922e-05
viaa,b3745,M9_glucose,poorly characterized,function unknown,S,protein ViaA,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
rava,b3746,M9_glucose,poorly characterized,general function prediction only,R,regulatory ATPase RavA,0.6931471805599453,Soufi et al. 2015,BW25113,9.108744434550874e-06
rbsd,b3748,M9_glucose,metabolism,carbohydrate transport and metabolism,G,D-ribose pyranase,0.6931471805599453,Soufi et al. 2015,BW25113,6.8668506342650516e-06
rbsa,b3749,M9_glucose,metabolism,carbohydrate transport and metabolism,G,ribose ABC transporter ATP binding subunit,0.6931471805599453,Soufi et al. 2015,BW25113,1.0675823531235093e-05
rbsb,b3751,M9_glucose,metabolism,carbohydrate transport and metabolism,G,ribose ABC transporter periplasmic binding protein,0.6931471805599453,Soufi et al. 2015,BW25113,0.00045458827310185896
rbsk,b3752,M9_glucose,metabolism,carbohydrate transport and metabolism,G,ribokinase,0.6931471805599453,Soufi et al. 2015,BW25113,3.6035818815332164e-05
yiep,b3755,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional regulator YieP,0.6931471805599453,Soufi et al. 2015,BW25113,5.792728856233054e-05
maop,b3764,M9_glucose,poorly characterized,function unknown,S,macrodomain Ori protein,0.6931471805599453,Soufi et al. 2015,BW25113,0.0004825865518850342
ilve,b3770,M9_glucose,metabolism,amino acid transport and metabolism,E,branched-chain-amino-acid aminotransferase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0015629491508142085
ilvd,b3771,M9_glucose,metabolism,amino acid transport and metabolism,E,dihydroxy-acid dehydratase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0003226749185651881
ilva,b3772,M9_glucose,metabolism,amino acid transport and metabolism,E,threonine deaminase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0001792207672872885
ilvy,b3773,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional dual regulator IlvY,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
ilvc,b3774,M9_glucose,metabolism,amino acid transport and metabolism,E,ketol-acid reductoisomerase (NADP+),0.6931471805599453,Soufi et al. 2015,BW25113,0.009639497956955703
ppic,b3775,M9_glucose,Not Assigned,Not Assigned,Not Assigned,peptidyl-prolyl cis-trans isomerase C,0.6931471805599453,Soufi et al. 2015,BW25113,0.00017324703710088353
rep,b3778,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,ATP-dependent DNA helicase Rep,0.6931471805599453,Soufi et al. 2015,BW25113,1.640781878957769e-05
gpp,b3779,M9_glucose,metabolism,inorganic ion transport and metabolism,P,"guanosine-5'-triphosphate,3'-diphosphate phosphatase",0.6931471805599453,Soufi et al. 2015,BW25113,4.422000520741753e-05
rhlb,b3780,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,ATP-dependent RNA helicase RhlB,0.6931471805599453,Soufi et al. 2015,BW25113,0.0005070682037504275
trxa,b3781,M9_glucose,Not Assigned,Not Assigned,Not Assigned,"oxidized thioredoxin // ""thioredoxin 1""",0.6931471805599453,Soufi et al. 2015,BW25113,0.0009676923863041206
rho,b3783,M9_glucose,information storage and processing,transcription,K,transcription termination factor Rho,0.6931471805599453,Soufi et al. 2015,BW25113,0.0012240181234100846
wzze,b3785,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,enterobacterial common antigen polysaccharide co-polymerase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00010806666459779798
wecb,b3786,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,UDP-N-acetylglucosamine 2-epimerase,0.6931471805599453,Soufi et al. 2015,BW25113,7.172801979259881e-05
wecc,b3787,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,UDP-N-acetyl-D-mannosamine dehydrogenase,0.6931471805599453,Soufi et al. 2015,BW25113,4.812664840771112e-05
rffg,b3788,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,"dTDP-glucose 4,6-dehydratase 2",0.6931471805599453,Soufi et al. 2015,BW25113,3.126956917867769e-05
rffh,b3789,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,dTDP-glucose pyrophosphorylase 2,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
wece,b3791,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,dTDP-4-dehydro-6-deoxy-D-glucose transaminase,0.6931471805599453,Soufi et al. 2015,BW25113,6.790690405091076e-05
wzye,b3793,M9_glucose,Not Assigned,Not Assigned,Not Assigned,putative enterobacterial common antigen polymerase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
rffm,b3794,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,UDPMANACATRANS-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,1.9436273885379052e-05
yifk,b3795,M9_glucose,metabolism,amino acid transport and metabolism,E,putative transporter YifK,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
hemy,b3802,M9_glucose,poorly characterized,function unknown,S,protein HemY,0.6931471805599453,Soufi et al. 2015,BW25113,9.148378719161871e-05
hemx,b3803,M9_glucose,poorly characterized,function unknown,S,PF04375 family protein HemX,0.6931471805599453,Soufi et al. 2015,BW25113,0.000135108495276514
hemd,b3804,M9_glucose,metabolism,coenzyme transport and metabolism,H,UROGENIIISYN-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
hemc,b3805,M9_glucose,metabolism,coenzyme transport and metabolism,H,OHMETHYLBILANESYN-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,7.898373037729059e-05
cyaa,b3806,M9_glucose,metabolism,nucleotide transport and metabolism,F,ADENYLATECYC-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.0001348585597020705
cyay,b3807,M9_glucose,metabolism,inorganic ion transport and metabolism,P,frataxin CyaY,0.6931471805599453,Soufi et al. 2015,BW25113,0.0001791206697368337
dapf,b3809,M9_glucose,metabolism,amino acid transport and metabolism,E,diaminopimelate epimerase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
yigb,b3812,M9_glucose,metabolism,coenzyme transport and metabolism,H,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00010415314979011073
uvrd,b3813,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,DNA helicase II,0.6931471805599453,Soufi et al. 2015,BW25113,4.263346839813373e-05
cora,b3816,M9_glucose,metabolism,inorganic ion transport and metabolism,P,Ni2+/Co2+/Mg2+ transporter,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
yigg,b3818,M9_glucose,Not Assigned,Not Assigned,Not Assigned,inner membrane protein,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
yigi,b3820,M9_glucose,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,putative thioesterase YigI,0.6931471805599453,Soufi et al. 2015,BW25113,3.411894308175088e-05
