gene_name,b_number,condition,cog_class,cog_category,cog_letter,gene_product,growth_rate_hr,dataset_name,strain,mass_frac,go_terms,cog_desc
yide,b3685,M9_glucose,poorly characterized,general function prediction only,R,putative transport protein YidE,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0055085; GO:0022857; GO:0008324; GO:0098655; GO:0006813; GO:0005886; GO:0016021; GO:0016020,predicted transporter
ibpb,b3686,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,small heat shock protein IbpB,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0050821; GO:1990169; GO:0042802; GO:0009408; GO:0005737; GO:0005515,heat shock chaperone
ibpa,b3687,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,small heat shock protein IbpA,0.6931471805599453,Soufi et al. 2015,BW25113,2.601013290902565e-05,GO:0050821; GO:0042803; GO:0005829; GO:0042802; GO:0009408; GO:0005737; GO:0005515,heat shock chaperone
yidq,b3688,M9_glucose,poorly characterized,function unknown,S,DUF1375 domain-containing putative lipoprotein YidQ,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0006974,conserved outer membrane protein
yidr,b3689,M9_glucose,Not Assigned,Not Assigned,Not Assigned,DUF3748 domain-containing galacturonate catabolism protein YidR,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0046397,Not Assigned
yida,b3697,M9_glucose,poorly characterized,general function prediction only,R,sugar phosphatase YidA,0.6931471805599453,Soufi et al. 2015,BW25113,8.197632426201835e-05,GO:0016311; GO:0005829; GO:0046872; GO:0016791; GO:0016787; GO:0000287; GO:0050308,sugar phosphate phosphatase; substrates include erythrose 4-P and mannose 1-P phosphatase
yidb,b3698,M9_glucose,poorly characterized,function unknown,S,DUF937 domain-containing protein YidB,0.6931471805599453,Soufi et al. 2015,BW25113,4.149169802702895e-05,no ontology,"conserved protein, DUF937 family"
recf,b3700,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,DNA repair protein RecF,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0009314; GO:0006302; GO:0005829; GO:0006974; GO:0006281; GO:0003697; GO:0009411; GO:0000731; GO:0009432; GO:0006260; GO:0005524; GO:0005515; GO:0003677; GO:0000166; GO:0005737,DNA replication and repair protein RecF
dnan,b3701,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,&beta; sliding clamp,0.6931471805599453,Soufi et al. 2015,BW25113,0.0002556945134919162,GO:0044787; GO:0042803; GO:0042276; GO:0071897; GO:0090305; GO:0006260; GO:0005737; GO:0009360; GO:0008408; GO:0003677; GO:0006974; GO:0042802; GO:0006271; GO:0005829; GO:0016779; GO:0016740; GO:0005515; GO:0003887,"DNA polymerase III, beta subunit (EC 2.7.7.7)"
dnaa,b3702,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,chromosomal replication initiator protein DnaA,0.6931471805599453,Soufi et al. 2015,BW25113,5.413684281247555e-05,GO:0005886; GO:0042802; GO:0005829; GO:0006260; GO:0008156; GO:0005515; GO:0006270; GO:0009898; GO:0043565; GO:0006275; GO:0005524; GO:0003688; GO:0003677; GO:0000166; GO:0005737,chromosomal replication initiator protein DnaA
rnpa,b3704,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,RNase P protein component,0.6931471805599453,Soufi et al. 2015,BW25113,1.1959229681919973e-05,GO:0042781; GO:0034414; GO:0030677; GO:0005829; GO:0016787; GO:0004519; GO:0004518; GO:0000049; GO:0006396; GO:0001682; GO:0008033; GO:0003723; GO:0004526,ribonuclease P protein component (EC 3.1.26.5)
yidc,b3705,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,membrane protein insertase YidC,0.6931471805599453,Soufi et al. 2015,BW25113,0.00036656233338393105,GO:0065003; GO:0031522; GO:0005887; GO:0016020; GO:0015031; GO:0032977; GO:0005515; GO:0005886; GO:0051205; GO:0016021; GO:0006457,protein translocase subunit yidC
mnme,b3706,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit,0.6931471805599453,Soufi et al. 2015,BW25113,9.864216946214836e-05,GO:0042802; GO:0016787; GO:0008033; GO:0006400; GO:0000166; GO:0061077; GO:0030955; GO:0002098; GO:0019003; GO:0042803; GO:0005886; GO:0005829; GO:0046872; GO:0005515; GO:0009268; GO:0030488; GO:0003924; GO:0005525; GO:0005737,tRNA modification GTPase trmE
tnaa,b3708,M9_glucose,metabolism,amino acid transport and metabolism,E,tryptophanase,0.6931471805599453,Soufi et al. 2015,BW25113,1.600561390835882e-05,GO:0003824; GO:0032991; GO:0005515; GO:0016830; GO:0016829; GO:0009072; GO:0006568; GO:0006520; GO:0005737; GO:0030955; GO:0042802; GO:0060187; GO:0080146; GO:0030170; GO:0006569; GO:0009034,tryptophanase (EC 4.1.99.1)
tnab,b3709,M9_glucose,metabolism,amino acid transport and metabolism,E,TNAB-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0006865; GO:0015801; GO:0015173; GO:0005887; GO:0015293; GO:0003333; GO:0005886; GO:0016021; GO:0016020; GO:0006569,tryptophan transporter of low affinity
yidz,b3711,M9_glucose,information storage and processing,transcription,K,putative LysR-type transcriptional regulator YidZ,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0005829; GO:0003700; GO:0006355; GO:0006355; GO:0003677; GO:0006351,predicted DNA-binding transcriptional regulator
yiee,b3712,M9_glucose,metabolism,coenzyme transport and metabolism,H,putative phosphopantetheinyl transferase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0019878; GO:0005829; GO:0008897; GO:0000287,"predicted phosphopantetheinyl transferase, COG2091 family"
yief,b3713,M9_glucose,metabolism,energy production and conversion,C,chromate reductase,0.6931471805599453,Soufi et al. 2015,BW25113,5.112917736537539e-05,GO:0005829; GO:0055114; GO:0003955; GO:0016491; GO:0010181; GO:0006805,"chromate reductase, Class I, flavoprotein"
adep,b3714,M9_glucose,metabolism,nucleotide transport and metabolism,F,adenine:H+ symporter,0.6931471805599453,Soufi et al. 2015,BW25113,0.00021558167961315556,GO:1904823; GO:0015205; GO:0005345; GO:1902600; GO:0022857; GO:0005887; GO:0055085; GO:0015207; GO:0015853; GO:0015295; GO:0005886; GO:0016021; GO:0016020,"adenine permease, high affinity"
yieh,b3715,M9_glucose,poorly characterized,general function prediction only,R,6-phosphogluconate phosphatase,0.6931471805599453,Soufi et al. 2015,BW25113,5.794866928091357e-06,GO:0016311; GO:0005829; GO:0046872; GO:0016787; GO:0030145; GO:0000287; GO:0016791,phosphoenolpyruvate and 6-phosphogluconate phosphatase
yiek,b3718,M9_glucose,metabolism,carbohydrate transport and metabolism,G,putative glucosamine-6-phosphate deaminase YieK,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0042802; GO:0019262; GO:0006048; GO:0006046; GO:0006043; GO:0005737; GO:0005829; GO:0006044; GO:0005975; GO:0004342,predicted 6-phosphogluconolactonase
phou,b3724,M9_glucose,metabolism,inorganic ion transport and metabolism,P,negative regulator of the pho regulon,0.6931471805599453,Soufi et al. 2015,BW25113,2.2213036082172246e-05,GO:0005623; GO:0005515; GO:0005829; GO:0000287; GO:0030145; GO:0071467; GO:0009405; GO:0005737; GO:0019897; GO:2000186; GO:0071236; GO:0042803; GO:0034605; GO:0032413; GO:0030643; GO:0016036; GO:0010629; GO:0009267; GO:0001558; GO:0045936; GO:0006817,"phosphate uptake regulator, PhoU"
pstb,b3725,M9_glucose,metabolism,inorganic ion transport and metabolism,P,phosphate ABC transporter ATP binding subunit,0.6931471805599453,Soufi et al. 2015,BW25113,5.2146742239509836e-05,GO:0005515; GO:0010921; GO:0043190; GO:0016887; GO:0035435; GO:0005315; GO:0005886; GO:0016020; GO:0006817; GO:0005524; GO:0000166; GO:0015415,"phosphate ABC transporter ATP-binding protein, PhoT family (TC 3.A.1.7.1)"
psta,b3726,M9_glucose,metabolism,inorganic ion transport and metabolism,P,phosphate ABC transporter membrane subunit PstA,0.6931471805599453,Soufi et al. 2015,BW25113,1.033519315374249e-05,GO:0055085; GO:0043190; GO:0010921; GO:0016021; GO:0016020; GO:0005886; GO:0035435; GO:0005315; GO:0006974; GO:0005887; GO:0006817; GO:0015415,"phosphate ABC transporter membrane protein 2, PhoT family (TC 3.A.1.7.1)"
pstc,b3727,M9_glucose,metabolism,inorganic ion transport and metabolism,P,phosphate ABC transporter membrane subunit PstC,0.6931471805599453,Soufi et al. 2015,BW25113,1.7983290302058543e-06,GO:0055085; GO:0043190; GO:0010921; GO:0009314; GO:0005887; GO:0035435; GO:0005315; GO:0005886; GO:0016021; GO:0016020; GO:0006817; GO:0015415,"phosphate ABC transporter membrane protein 1, PhoT family (TC 3.A.1.7.1)"
psts,b3728,M9_glucose,metabolism,inorganic ion transport and metabolism,P,phosphate ABC transporter periplasmic binding protein,0.6931471805599453,Soufi et al. 2015,BW25113,0.00011093967862047742,GO:0043190; GO:0010921; GO:0009314; GO:0035435; GO:0042301; GO:0006974; GO:0030288; GO:0042597; GO:0006817,"phosphate ABC transporter substrate-binding protein, PhoT family (TC 3.A.1.7.1)"
glms,b3729,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,L-glutamine&mdash;D-fructose-6-phosphate aminotransferase,0.6931471805599453,Soufi et al. 2015,BW25113,0.001071615508195013,GO:0006047; GO:0005975; GO:0006487; GO:0006002; GO:1901135; GO:0097367; GO:1901137; GO:0005515; GO:0016740; GO:0008483; GO:0005737; GO:0005829; GO:0006541; GO:0004360; GO:0006048,glutamine--fructose-6-phosphate transaminase
glmu,b3730,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0002060016337757051,GO:0005515; GO:0071555; GO:0046872; GO:0016779; GO:0016746; GO:0016740; GO:0008152; GO:0003824; GO:0009103; GO:0000902; GO:0009245; GO:0005829; GO:0042802; GO:0009252; GO:0008360; GO:0000287; GO:0006048; GO:0019134; GO:0003977; GO:0005737,UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23)/glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)
rsmg,b3740,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,16S rRNA m7G527 methyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,3.144193069653507e-05,GO:0070476; GO:0005829; GO:0032259; GO:0016740; GO:0008649; GO:0008168; GO:0006364; GO:0070475; GO:0005737; GO:0070043,16S rRNA m(7)G-527 methyltransferase (EC 2.1.1.170)
mnmg,b3741,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG,0.6931471805599453,Soufi et al. 2015,BW25113,0.0001104479547481875,GO:0009411; GO:0008033; GO:0005829; GO:0042803; GO:0002098; GO:0005737; GO:0005515; GO:0050660; GO:0030488,5-methylaminomethyl-2-thiouridine modification at tRNA U34
mioc,b3742,M9_glucose,metabolism,energy production and conversion,C,flavoprotein MioC,0.6931471805599453,Soufi et al. 2015,BW25113,3.790244432841922e-05,GO:0051302; GO:0005829; GO:0055114; GO:0010181,FMN-binding protein MioC
viaa,b3745,M9_glucose,poorly characterized,function unknown,S,protein ViaA,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0005829; GO:0016020; GO:0005515; GO:0032781,predicted von Willibrand factor containing protein
rava,b3746,M9_glucose,poorly characterized,general function prediction only,R,regulatory ATPase RavA,0.6931471805599453,Soufi et al. 2015,BW25113,9.108744434550874e-06,GO:0055085; GO:0016787; GO:0042626; GO:0005829; GO:0042802; GO:0005515; GO:0016887; GO:0005737; GO:0005524; GO:0000166,fused predicted transcriptional regulator: sigma54 activator protein/conserved protein
rbsd,b3748,M9_glucose,metabolism,carbohydrate transport and metabolism,G,D-ribose pyranase,0.6931471805599453,Soufi et al. 2015,BW25113,6.8668506342650516e-06,GO:0005829; GO:0042802; GO:0016853; GO:0005996; GO:0005975; GO:0048029; GO:0016872; GO:0005737; GO:0019303; GO:0016866,ribose transport protein RbsD
rbsa,b3749,M9_glucose,metabolism,carbohydrate transport and metabolism,G,ribose ABC transporter ATP binding subunit,0.6931471805599453,Soufi et al. 2015,BW25113,1.0675823531235093e-05,GO:0015611; GO:0015752; GO:0043190; GO:0015591; GO:0005515; GO:0043211; GO:0016887; GO:0005886; GO:0016020; GO:0008643; GO:0005524; GO:0000166; GO:0015407,ribose ABC transporter ATP-binding protein
rbsb,b3751,M9_glucose,metabolism,carbohydrate transport and metabolism,G,ribose ABC transporter periplasmic binding protein,0.6931471805599453,Soufi et al. 2015,BW25113,0.00045458827310185896,GO:0015752; GO:0050918; GO:0048029; GO:0005515; GO:0030288; GO:0042597; GO:0008643; GO:0006935,ribose-binding protein
rbsk,b3752,M9_glucose,metabolism,carbohydrate transport and metabolism,G,ribokinase,0.6931471805599453,Soufi et al. 2015,BW25113,3.6035818815332164e-05,GO:0046835; GO:0046872; GO:0042803; GO:0016773; GO:0016740; GO:0016301; GO:0006014; GO:0005975; GO:0005829; GO:0016310; GO:0005524; GO:0000166; GO:0019303; GO:0004747; GO:0005737,ribokinase
yiep,b3755,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional regulator YieP,0.6931471805599453,Soufi et al. 2015,BW25113,5.792728856233054e-05,GO:0005829; GO:0003700; GO:0006355; GO:0003677,"transcriptional regulator, GntR family"
maop,b3764,M9_glucose,poorly characterized,function unknown,S,macrodomain Ori protein,0.6931471805599453,Soufi et al. 2015,BW25113,0.0004825865518850342,GO:0051276; GO:0007059; GO:0005829,"conserved protein, UPF0438 family"
ilve,b3770,M9_glucose,metabolism,amino acid transport and metabolism,E,branched-chain-amino-acid aminotransferase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0015629491508142085,GO:0005829; GO:0016740; GO:0009082; GO:0009081; GO:0008652; GO:0008483; GO:0003824; GO:0009097; GO:0052656; GO:0052655; GO:0052654; GO:0042802; GO:0006532; GO:0004084; GO:0009098; GO:0009099,branched chain amino acid aminotransferase apoenzyme (EC 2.6.1.42)
ilvd,b3771,M9_glucose,metabolism,amino acid transport and metabolism,E,dihydroxy-acid dehydratase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0003226749185651881,GO:0005829; GO:0016829; GO:0009082; GO:0008652; GO:0003824; GO:0051539; GO:0051536; GO:0046872; GO:0009097; GO:0004160; GO:0009099,dihydroxyacid dehydratase (EC 4.2.1.9)
ilva,b3772,M9_glucose,metabolism,amino acid transport and metabolism,E,threonine deaminase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0001792207672872885,GO:0006567; GO:0005829; GO:0016829; GO:0008652; GO:0008152; GO:0006520; GO:0003824; GO:0030170; GO:0006566; GO:0016597; GO:0009082; GO:0009097; GO:0004794,L-threonine ammonia-lyase (EC 4.3.1.19)
ilvy,b3773,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional dual regulator IlvY,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0003700; GO:0006355; GO:0005829; GO:0009082; GO:0008652; GO:0003677; GO:0005737,DNA-binding transcriptional dual regulator
ilvc,b3774,M9_glucose,metabolism,amino acid transport and metabolism,E,ketol-acid reductoisomerase (NADP+),0.6931471805599453,Soufi et al. 2015,BW25113,0.009639497956955703,GO:0032991; GO:0042802; GO:0046872; GO:0005737; GO:0000287; GO:0016491; GO:0009082; GO:0008652; GO:0050661; GO:0055114; GO:0005829; GO:0009097; GO:0004455; GO:0009099,ketol-acid reductoisomerase (EC 1.1.1.86)
ppic,b3775,M9_glucose,Not Assigned,Not Assigned,Not Assigned,peptidyl-prolyl cis-trans isomerase C,0.6931471805599453,Soufi et al. 2015,BW25113,0.00017324703710088353,GO:0000413; GO:0016853; GO:0005515; GO:0005737; GO:0003755,Not Assigned
rep,b3778,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,ATP-dependent DNA helicase Rep,0.6931471805599453,Soufi et al. 2015,BW25113,1.640781878957769e-05,GO:0090305; GO:0008408; GO:0006281; GO:0003697; GO:0000725; GO:0009314; GO:0043600; GO:0042803; GO:0044787; GO:0016787; GO:0006260; GO:0004386; GO:0000166; GO:0005515; GO:0005829; GO:0006268; GO:0005524; GO:0003678; GO:0003677,ATP-dependent DNA helicase Rep (EC 3.6.1.-)
gpp,b3779,M9_glucose,metabolism,inorganic ion transport and metabolism,P,"guanosine-5'-triphosphate,3'-diphosphate phosphatase",0.6931471805599453,Soufi et al. 2015,BW25113,4.422000520741753e-05,GO:0016787; GO:0015974; GO:0015970; GO:0005829; GO:0042803; GO:0008894; GO:0042594; GO:0006793; GO:0015949; GO:0005737,guanosine pentaphosphatase/exopolyphosphatase
rhlb,b3780,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,ATP-dependent RNA helicase RhlB,0.6931471805599453,Soufi et al. 2015,BW25113,0.0005070682037504275,GO:0097718; GO:0042803; GO:0005829; GO:0016787; GO:0004386; GO:0005737; GO:0003724; GO:0003676; GO:0006401; GO:0005524; GO:0005515; GO:0003723; GO:0000166,ATP-dependent RNA helicase
trxa,b3781,M9_glucose,Not Assigned,Not Assigned,Not Assigned,"oxidized thioredoxin // ""thioredoxin 1""",0.6931471805599453,Soufi et al. 2015,BW25113,0.0009676923863041206,GO:0005886; GO:0005737; GO:0005623; GO:0047134; GO:0016671; GO:0005829; GO:0055114; GO:0016032; GO:0006662; GO:0005515; GO:0045454; GO:0015035,Not Assigned
rho,b3783,M9_glucose,information storage and processing,transcription,K,transcription termination factor Rho,0.6931471805599453,Soufi et al. 2015,BW25113,0.0012240181234100846,GO:0005829; GO:0042802; GO:0005515; GO:0003676; GO:0008186; GO:0006353; GO:0016787; GO:0005524; GO:0004386; GO:0003723; GO:0000166; GO:0006351,transcription termination factor Rho
wzze,b3785,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,enterobacterial common antigen polysaccharide co-polymerase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00010806666459779798,GO:0018108; GO:0005887; GO:0004713; GO:0005886; GO:0016021; GO:0016020; GO:0009103; GO:0009246,Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein
wecb,b3786,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,UDP-N-acetylglucosamine 2-epimerase,0.6931471805599453,Soufi et al. 2015,BW25113,7.172801979259881e-05,GO:0008152; GO:0003824; GO:0042802; GO:0042803; GO:0005829; GO:0016853; GO:0008761; GO:0009246; GO:0005737,UDP-N-Acetylglucosamine 2-epimerase (EC 5.1.3.14)
wecc,b3787,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,UDP-N-acetyl-D-mannosamine dehydrogenase,0.6931471805599453,Soufi et al. 2015,BW25113,4.812664840771112e-05,GO:0089714; GO:0005829; GO:0016628; GO:0000271; GO:0051287; GO:0055114; GO:0016616; GO:0016491; GO:0009246,UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase
rffg,b3788,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,"dTDP-glucose 4,6-dehydratase 2",0.6931471805599453,Soufi et al. 2015,BW25113,3.126956917867769e-05,GO:0009246; GO:0005829; GO:0016829; GO:0009225; GO:0045226; GO:0009103; GO:0008460,"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)"
rffh,b3789,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,dTDP-glucose pyrophosphorylase 2,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0005829; GO:0046872; GO:0016779; GO:0016740; GO:0009058; GO:0000271; GO:0042802; GO:0045226; GO:0000287; GO:0008879; GO:0009246; GO:0009243,Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)
wece,b3791,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,dTDP-4-dehydro-6-deoxy-D-glucose transaminase,0.6931471805599453,Soufi et al. 2015,BW25113,6.790690405091076e-05,GO:0008483; GO:0000271; GO:0042802; GO:0030170; GO:0005829; GO:0016740; GO:0003824; GO:0019180; GO:0009246,TDP-4-oxo-6-deoxy-D-glucose transaminase
wzye,b3793,M9_glucose,Not Assigned,Not Assigned,Not Assigned,putative enterobacterial common antigen polymerase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0005887; GO:0005886; GO:0016021; GO:0016020; GO:0009246,Not Assigned
rffm,b3794,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,UDPMANACATRANS-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,1.9436273885379052e-05,GO:0047241; GO:0016758; GO:0009058; GO:0009246; GO:0016757; GO:0016740,UDP-N-acetyl-D-mannosaminuronic acid transferase
yifk,b3795,M9_glucose,metabolism,amino acid transport and metabolism,E,putative transporter YifK,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0055085; GO:0022857; GO:0005887; GO:0005886; GO:0016021; GO:0016020; GO:0006865,"amino acid/polyamine/organocation transporter, APC superfamily (TC 2.A.3)"
hemy,b3802,M9_glucose,poorly characterized,function unknown,S,protein HemY,0.6931471805599453,Soufi et al. 2015,BW25113,9.148378719161871e-05,GO:0005887; GO:0042168; GO:0005886; GO:0016021; GO:0016020; GO:0006779,predicted protoheme IX synthesis protein
hemx,b3803,M9_glucose,poorly characterized,function unknown,S,PF04375 family protein HemX,0.6931471805599453,Soufi et al. 2015,BW25113,0.000135108495276514,GO:0005887; GO:0005886; GO:0016021; GO:0016020,predicted uroporphyrinogen III methylase
hemd,b3804,M9_glucose,metabolism,coenzyme transport and metabolism,H,UROGENIIISYN-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0006780; GO:0005829; GO:0033014; GO:0006782; GO:0016829; GO:0004852; GO:0006779,uroporphyrinogen-III synthase (EC 4.2.1.75)
hemc,b3805,M9_glucose,metabolism,coenzyme transport and metabolism,H,OHMETHYLBILANESYN-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,7.898373037729059e-05,GO:0005829; GO:0016831; GO:0016829; GO:0006783; GO:0006782; GO:0006779; GO:0006780; GO:0019353; GO:0005737; GO:0004853,uroporphyrinogen decarboxylase (EC 4.1.1.37)
cyaa,b3806,M9_glucose,metabolism,nucleotide transport and metabolism,F,ADENYLATECYC-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.0001348585597020705,GO:0016829; GO:0005829; GO:0005524; GO:0000166; GO:0005515; GO:0006171; GO:0004016; GO:0005737,adenylate cyclase
cyay,b3807,M9_glucose,metabolism,inorganic ion transport and metabolism,P,frataxin CyaY,0.6931471805599453,Soufi et al. 2015,BW25113,0.0001791206697368337,GO:0046872; GO:0005506; GO:0005515; GO:0005737; GO:0016226; GO:0005829; GO:0008199; GO:0008198,iron-dependent inhibitor of iron-sulfur cluster formation; frataxin; iron-binding and oxidizing protein
dapf,b3809,M9_glucose,metabolism,amino acid transport and metabolism,E,diaminopimelate epimerase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0005515; GO:0042803; GO:0009089; GO:0005829; GO:0016853; GO:0009085; GO:0008652; GO:0008837; GO:0005737,diaminopimelate epimerase (EC 5.1.1.7)
yigb,b3812,M9_glucose,metabolism,coenzyme transport and metabolism,H,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00010415314979011073,GO:0016311; GO:0005829; GO:0009231; GO:0043726; GO:0046872; GO:0016787; GO:0000287; GO:0022611; GO:0016791,FMN phosphatase
uvrd,b3813,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,DNA helicase II,0.6931471805599453,Soufi et al. 2015,BW25113,4.263346839813373e-05,GO:0000725; GO:0033202; GO:0009314; GO:0003678; GO:0042803; GO:0006289; GO:0032508; GO:0015616; GO:0006298; GO:0070581; GO:0031297; GO:0017116; GO:0006268; GO:0005737; GO:0005829; GO:0016787; GO:0006974; GO:0006260; GO:0005524; GO:0005515; GO:0004386; GO:0003677; GO:0000166; GO:0006281; GO:0009432,ATP-dependent DNA helicase UvrD (EC 3.6.1.-)
cora,b3816,M9_glucose,metabolism,inorganic ion transport and metabolism,P,Ni2+/Co2+/Mg2+ transporter,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:1903830; GO:0055085; GO:0046873; GO:0030001; GO:0006811; GO:0035444; GO:0015099; GO:0005887; GO:0005886; GO:0016021; GO:0016020; GO:0015693; GO:0015095; GO:0015087; GO:0006824,magnesium/nickel/cobalt transporter
yigg,b3818,M9_glucose,Not Assigned,Not Assigned,Not Assigned,inner membrane protein,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0016021; GO:0016020; GO:0005886; GO:0005887,Not Assigned
yigi,b3820,M9_glucose,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,putative thioesterase YigI,0.6931471805599453,Soufi et al. 2015,BW25113,3.411894308175088e-05,GO:0061522; GO:0016289; GO:0005829,"conserved protein, 4HBT family of thioesterases"
plda,b3821,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,outer membrane phospholipase A,0.6931471805599453,Soufi et al. 2015,BW25113,7.025689540285849e-05,GO:0102568; GO:0102567; GO:0052740; GO:0052739; GO:0031230; GO:0008970; GO:0004622; GO:0046471; GO:0046872; GO:0016787; GO:0016021; GO:0016020; GO:0009279; GO:0004620; GO:0006629; GO:0045203; GO:0042803; GO:0016042; GO:0005509; GO:0004623,outer membrane phospholipase A
rhtc,b3823,M9_glucose,metabolism,amino acid transport and metabolism,E,L-threonine exporter,0.6931471805599453,Soufi et al. 2015,BW25113,3.066913434783326e-06,GO:0015291; GO:0005887; GO:0015826; GO:0015565; GO:0042970; GO:0042968; GO:0006865; GO:0005886; GO:0016021; GO:0016020,threonine efflux pump
pldb,b3825,M9_glucose,metabolism,lipid transport and metabolism,I,lysophospholipase L2,0.6931471805599453,Soufi et al. 2015,BW25113,3.12512538303028e-05,GO:0009898; GO:0016747; GO:0005515; GO:0016787; GO:0006629; GO:0005886; GO:0016020; GO:0004622,lysophospholipase L2
yigl,b3826,M9_glucose,poorly characterized,general function prediction only,R,phosphosugar phosphatase YigL,0.6931471805599453,Soufi et al. 2015,BW25113,6.351554058326198e-05,GO:0016311; GO:0005829; GO:0016787; GO:0046872; GO:0016791; GO:0006950; GO:0000287; GO:0033883; GO:0050308,predicted hydrolase
mete,b3829,M9_glucose,metabolism,amino acid transport and metabolism,E,HOMOCYSMET-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.03152112068390558,GO:0050667; GO:0035999; GO:0008705; GO:0008276; GO:0006479; GO:0005515; GO:0016740; GO:0008168; GO:0046872; GO:0005829; GO:0032259; GO:0008652; GO:0008270; GO:0003871; GO:0009086,methionine synthase (B12-independent) (EC 2.1.1.14)
ysga,b3830,M9_glucose,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,putative dienelactone hydrolase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0011814758154963057,GO:0016787; GO:0008806,predicted hydrolase
udp,b3831,M9_glucose,metabolism,nucleotide transport and metabolism,F,uridine phosphorylase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0008404694131965,GO:0032991; GO:0005524; GO:0046050; GO:0030955; GO:0006218; GO:0005737; GO:0042802; GO:0016763; GO:0009166; GO:0009116; GO:0003824; GO:0044206; GO:0006974; GO:0005829; GO:0016757; GO:0016740; GO:0004850,uridine phosphorylase
