gene_name,go_terms,cog_class,cog_letter,b_number,condition,mass_frac,dataset_name,strain,growth_rate_hr
slp,GO:0042802; GO:0019867; GO:0009279; GO:0016020; GO:0009279,cellular processes and signaling,M,b3506,0.2% glucose (c limitation),1.53e-06,Balakrishnan et al. 2022,NQ1243,0.78
slt,GO:0005515; GO:0009274; GO:0008932; GO:0009253; GO:0071555; GO:0042597; GO:0016020; GO:0004553; GO:0000270; GO:0030288; GO:0008933; GO:0016829,cellular processes and signaling,M,b4392,0.2% glucose (c limitation),3.87e-05,Balakrishnan et al. 2022,NQ1243,0.78
smf,GO:0005829; GO:0009294,information storage and processing,L,b4473,0.2% glucose (c limitation),1.57e-05,Balakrishnan et al. 2022,NQ1243,0.78
smg,GO:0005829,poorly characterized,S,b3284,0.2% glucose (c limitation),0.000324,Balakrishnan et al. 2022,NQ1243,0.78
spy,GO:0005515; GO:0014070; GO:0051082; GO:1990507; GO:0061077; GO:0042803; GO:0030288; GO:0042597,cellular processes and signaling,O,b1743,0.2% glucose (c limitation),8.45e-05,Balakrishnan et al. 2022,NQ1243,0.78
sra,GO:0005737; GO:0022627; GO:0005829; GO:0006412; GO:0005840; GO:0003735,Not Assigned,Not Assigned,b1480,0.2% glucose (c limitation),0.000184,Balakrishnan et al. 2022,NQ1243,0.78
ssb,GO:0051096; GO:0043085; GO:0008047; GO:0042802; GO:0006310; GO:0005515; GO:0003677; GO:0006974; GO:0006281; GO:0005829; GO:0000725; GO:0006298; GO:0006260; GO:0003697; GO:0009432,information storage and processing,L,b4059,0.2% glucose (c limitation),0.000251,Balakrishnan et al. 2022,NQ1243,0.78
sxy,GO:0051091; GO:1903658; GO:0051090; GO:0030420; GO:0009290; GO:0005829; GO:0005515,information storage and processing,K,b0959,0.2% glucose (c limitation),1.26e-05,Balakrishnan et al. 2022,NQ1243,0.78
syd,GO:0016020; GO:0009898; GO:0005886; GO:0005829; GO:0043254; GO:0005515; GO:0031234; GO:0005737,Not Assigned,Not Assigned,b2793,0.2% glucose (c limitation),3.09e-05,Balakrishnan et al. 2022,NQ1243,0.78
tag,GO:0005515; GO:0005829; GO:0006307; GO:0006284; GO:0003824; GO:0046872; GO:0016787; GO:0006974; GO:0008725; GO:0006281,information storage and processing,L,b3549,0.2% glucose (c limitation),2.25e-05,Balakrishnan et al. 2022,NQ1243,0.78
tam,GO:0005829; GO:0032259; GO:0016740; GO:0008168; GO:0030798; GO:0005737,metabolism,C,b1519,0.2% glucose (c limitation),6.92e-06,Balakrishnan et al. 2022,NQ1243,0.78
tap,GO:0005887; GO:0004888; GO:0005886; GO:0016021; GO:0016020; GO:0007165; GO:0006935,cellular processes and signaling,T,b1885,0.2% glucose (c limitation),0.00101,Balakrishnan et al. 2022,NQ1243,0.78
tar,GO:1901875; GO:0098561; GO:0071230; GO:0051260; GO:0050920; GO:0042803; GO:0009593; GO:0007172; GO:0043424; GO:0005887; GO:0004888; GO:0005515; GO:0005886; GO:0016021; GO:0016020; GO:0007165; GO:0006935,cellular processes and signaling,T,b1886,0.2% glucose (c limitation),0.0013,Balakrishnan et al. 2022,NQ1243,0.78
tas,GO:0005829; GO:0034198; GO:0004033; GO:0055114; GO:0016491,poorly characterized,R,b2834,0.2% glucose (c limitation),0.000134,Balakrishnan et al. 2022,NQ1243,0.78
tdcA,GO:0043565; GO:0006355; GO:0003677; GO:0003700; GO:0070689; GO:0005829; GO:0000986; GO:0045893; GO:0005737,information storage and processing,K,b3118,0.2% glucose (c limitation),1.63e-06,Balakrishnan et al. 2022,NQ1243,0.78
tdcC,GO:1902600; GO:0015171; GO:0032329; GO:0022889; GO:0016020; GO:0015293; GO:0006865; GO:0003333; GO:0015565; GO:0005886; GO:0015825; GO:0015826; GO:0015194; GO:0015195; GO:0015295; GO:0005887; GO:0016021,metabolism,E,b3116,0.2% glucose (c limitation),6.92e-06,Balakrishnan et al. 2022,NQ1243,0.78
tdcR,GO:0005829; GO:0045893; GO:0003677,Not Assigned,Not Assigned,b3119,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1243,0.78
tdh,GO:0006564; GO:0046872; GO:0016491; GO:0008198; GO:0019518; GO:0042802; GO:0046870; GO:0005737; GO:0055114; GO:0005829; GO:0030145; GO:0008270; GO:0006567; GO:0008743,metabolism,E,b3616,0.2% glucose (c limitation),6.09e-05,Balakrishnan et al. 2022,NQ1243,0.78
tdk,GO:0008270; GO:0006259; GO:0042802; GO:0036198; GO:0046104; GO:0071897; GO:0005829; GO:0003824; GO:0016310; GO:0008152; GO:0046872; GO:0016740; GO:0016301; GO:0005737; GO:0005524; GO:0000166; GO:0004797,metabolism,F,b1238,0.2% glucose (c limitation),3.49e-05,Balakrishnan et al. 2022,NQ1243,0.78
tesA,GO:0102991; GO:0016297; GO:0016296; GO:0016295; GO:0004320; GO:0004064; GO:0042597; GO:0016787; GO:0016298; GO:0042802; GO:0006629; GO:0006508; GO:0047617; GO:0016290; GO:0030288; GO:0004622; GO:0008233,metabolism,E,b0494,0.2% glucose (c limitation),5.87e-05,Balakrishnan et al. 2022,NQ1243,0.78
tgt,GO:0101030; GO:0016763; GO:0046872; GO:0016757; GO:0016740; GO:0008033; GO:0006400; GO:0005829; GO:0002099; GO:0008616; GO:0008479; GO:0008270,information storage and processing,J,b0406,0.2% glucose (c limitation),0.000221,Balakrishnan et al. 2022,NQ1243,0.78
tig,GO:0000413; GO:0043335; GO:0061077; GO:0009408; GO:0016853; GO:0006457; GO:0005737; GO:0042802; GO:0015031; GO:0051301; GO:0043022; GO:0044183; GO:0065003; GO:0007049; GO:0005829; GO:0051083; GO:0005515; GO:0003755,cellular processes and signaling,O,b0436,0.2% glucose (c limitation),0.00149,Balakrishnan et al. 2022,NQ1243,0.78
tktA,GO:0032991; GO:0006098; GO:0072756; GO:0072747; GO:0071236; GO:0070301; GO:0045893; GO:0036245; GO:0005515; GO:0005829; GO:0046872; GO:0016740; GO:0003824; GO:0042803; GO:0030145; GO:0030976; GO:0009052; GO:0004802,metabolism,G,b2935,0.2% glucose (c limitation),0.000851,Balakrishnan et al. 2022,NQ1243,0.78
tktB,GO:0006098; GO:0005829; GO:0016740; GO:0003824; GO:0009052; GO:0046872; GO:0004802,metabolism,G,b2465,0.2% glucose (c limitation),1.23e-05,Balakrishnan et al. 2022,NQ1243,0.78
tmk,GO:0046940; GO:0042803; GO:0009041; GO:0006227; GO:0005829; GO:0016740; GO:0016301; GO:0009165; GO:0016310; GO:0005737; GO:0006235; GO:0006233; GO:0005524; GO:0000166; GO:0004798; GO:0015949,metabolism,F,b1098,0.2% glucose (c limitation),3.7e-05,Balakrishnan et al. 2022,NQ1243,0.78
tnaC,GO:0031554; GO:0090358; GO:0031556,Not Assigned,Not Assigned,b3707,0.2% glucose (c limitation),9.27e-07,Balakrishnan et al. 2022,NQ1243,0.78
topA,GO:0005515; GO:0016853; GO:0003677; GO:0006265; GO:0005694; GO:0005829; GO:0046872; GO:0003916; GO:0003917,information storage and processing,L,b1274,0.2% glucose (c limitation),0.000152,Balakrishnan et al. 2022,NQ1243,0.78
topB,GO:0000287; GO:0043597; GO:0006261; GO:0098847; GO:0005515; GO:0016853; GO:0003916; GO:0003677; GO:0046872; GO:0006265; GO:0051304; GO:0006310; GO:0005829; GO:0003917,information storage and processing,L,b1763,0.2% glucose (c limitation),4.73e-05,Balakrishnan et al. 2022,NQ1243,0.78
torR,GO:0045893; GO:0032993; GO:0003700; GO:0001216; GO:0000976; GO:0005829; GO:0006355; GO:0003677; GO:0000160; GO:0000156; GO:0005737,information storage and processing,K,b0995,0.2% glucose (c limitation),1.08e-05,Balakrishnan et al. 2022,NQ1243,0.78
tpr,GO:0005829,Not Assigned,Not Assigned,b1229,0.2% glucose (c limitation),1.36e-06,Balakrishnan et al. 2022,NQ1243,0.78
tpx,GO:0005623; GO:0051920; GO:0098869; GO:0016684; GO:0016491; GO:0016209; GO:0004601; GO:0045454; GO:0005829; GO:0055114; GO:0034599; GO:0032843; GO:0042597; GO:0008379; GO:0005737; GO:0005515,cellular processes and signaling,O,b1324,0.2% glucose (c limitation),0.00346,Balakrishnan et al. 2022,NQ1243,0.78
trg,GO:0098561; GO:0042803; GO:0005515; GO:0005887; GO:0004888; GO:0005886; GO:0016021; GO:0016020; GO:0007165; GO:0006935,cellular processes and signaling,T,b1421,0.2% glucose (c limitation),0.000432,Balakrishnan et al. 2022,NQ1243,0.78
trpA,GO:0009507; GO:0009073; GO:0008652; GO:0006568; GO:0003824; GO:0005829; GO:0016829; GO:0004834; GO:0000162; GO:0005737,metabolism,E,b1260,0.2% glucose (c limitation),0.000526,Balakrishnan et al. 2022,NQ1243,0.78
tsf,GO:0005085; GO:0005829; GO:0008270; GO:0006412; GO:0005515; GO:0006414; GO:0003746; GO:0005737,information storage and processing,J,b0170,0.2% glucose (c limitation),0.00231,Balakrishnan et al. 2022,NQ1243,0.78
tsr,GO:0048870; GO:0043113; GO:0042803; GO:0032110; GO:0016021; GO:0016020; GO:0009593; GO:0007172; GO:0007165; GO:0006935; GO:0005887; GO:0005886; GO:0005515; GO:0004888; GO:0050920; GO:0051260; GO:0071230; GO:0098561; GO:1902021,cellular processes and signaling,T,b4355,0.2% glucose (c limitation),0.00197,Balakrishnan et al. 2022,NQ1243,0.78
tsx,GO:1901642; GO:0055085; GO:0016021; GO:0016020; GO:0015288; GO:0005337; GO:0015858; GO:0015471; GO:0046930; GO:0046718; GO:0006811; GO:0009279,cellular processes and signaling,M,b0411,0.2% glucose (c limitation),0.000345,Balakrishnan et al. 2022,NQ1243,0.78
tus,GO:0006260; GO:0005829; GO:0071807; GO:0043565; GO:0006274; GO:0003677; GO:0005737,Not Assigned,Not Assigned,b1610,0.2% glucose (c limitation),2.91e-05,Balakrishnan et al. 2022,NQ1243,0.78
udk,GO:0008655; GO:0009224; GO:0005829; GO:0016773; GO:0043771; GO:0044211; GO:0044206; GO:0016310; GO:0016740; GO:0016301; GO:0005737; GO:0005524; GO:0000166; GO:0004849,metabolism,F,b2066,0.2% glucose (c limitation),4.3e-05,Balakrishnan et al. 2022,NQ1243,0.78
udp,GO:0032991; GO:0005524; GO:0046050; GO:0030955; GO:0006218; GO:0005737; GO:0042802; GO:0016763; GO:0009166; GO:0009116; GO:0003824; GO:0044206; GO:0006974; GO:0005829; GO:0016757; GO:0016740; GO:0004850,metabolism,F,b3831,0.2% glucose (c limitation),0.000251,Balakrishnan et al. 2022,NQ1243,0.78
ugd,GO:0005829; GO:0005515; GO:0000271; GO:0016616; GO:0016491; GO:0051287; GO:0009103; GO:0006065; GO:0055114; GO:0003979; GO:0009242,cellular processes and signaling,M,b2028,0.2% glucose (c limitation),1.28e-06,Balakrishnan et al. 2022,NQ1243,0.78
uhpA,GO:0005829; GO:0006355; GO:0005737; GO:0003677; GO:0000160,information storage and processing,K,b3669,0.2% glucose (c limitation),8.22e-05,Balakrishnan et al. 2022,NQ1243,0.78
uhpB,GO:0000160; GO:0016787; GO:0006470; GO:0023014; GO:0018106; GO:0016740; GO:0016310; GO:0016301; GO:0016021; GO:0016020; GO:0005886; GO:0004673; GO:0046983; GO:0004721; GO:0046777; GO:0005887; GO:0000166; GO:0005524; GO:0000155,cellular processes and signaling,T,b3668,0.2% glucose (c limitation),2.03e-05,Balakrishnan et al. 2022,NQ1243,0.78
uhpC,GO:0022857; GO:0031226; GO:0005886; GO:0055085; GO:0016020; GO:0005887; GO:0000160; GO:0016021,metabolism,G,b3667,0.2% glucose (c limitation),1.08e-05,Balakrishnan et al. 2022,NQ1243,0.78
uhpT,GO:0022857; GO:0006817; GO:0055085; GO:0008643; GO:0005887; GO:0015712; GO:0015760; GO:0015526; GO:0005886; GO:0016021; GO:0016020,metabolism,G,b3666,0.2% glucose (c limitation),0.000302,Balakrishnan et al. 2022,NQ1243,0.78
ung,GO:0005739; GO:0005634; GO:0097510; GO:0016799; GO:0006284; GO:0004844; GO:0005829; GO:0016787; GO:0006974; GO:0005515; GO:0006281; GO:0005737,information storage and processing,L,b2580,0.2% glucose (c limitation),8.52e-05,Balakrishnan et al. 2022,NQ1243,0.78
uof,GO:0006417,Not Assigned,Not Assigned,b4637,0.2% glucose (c limitation),0.000157,Balakrishnan et al. 2022,NQ1243,0.78
upp,GO:0008655; GO:0000287; GO:0009116; GO:0006206; GO:0006223; GO:0044206; GO:0042802; GO:0008152; GO:0003824; GO:0005525; GO:0000166; GO:0005829; GO:0016757; GO:0016740; GO:0004845,metabolism,F,b2498,0.2% glucose (c limitation),0.000228,Balakrishnan et al. 2022,NQ1243,0.78
uraA,GO:0098721; GO:0022857; GO:0042803; GO:0016021; GO:0055085; GO:0015857; GO:0015210; GO:0005887; GO:0015505; GO:0005886; GO:0016020,metabolism,F,b2497,0.2% glucose (c limitation),4.86e-05,Balakrishnan et al. 2022,NQ1243,0.78
usg,GO:0055114; GO:0005515; GO:0005829; GO:0051287; GO:0046983; GO:0016620; GO:0008652,metabolism,E,b2319,0.2% glucose (c limitation),7.4e-05,Balakrishnan et al. 2022,NQ1243,0.78
uup,GO:0006438; GO:0004832; GO:0042255; GO:0005515; GO:0009314; GO:0005886; GO:0070894; GO:0003677; GO:0016887; GO:0005524; GO:0000166; GO:0005737,poorly characterized,R,b0949,0.2% glucose (c limitation),8.03e-05,Balakrishnan et al. 2022,NQ1243,0.78
ves,GO:0070417,cellular processes and signaling,T,b1742,0.2% glucose (c limitation),0.000114,Balakrishnan et al. 2022,NQ1243,0.78
vsr,GO:0090305; GO:0005829; GO:0016787; GO:0006974; GO:0006281; GO:0004519; GO:0004518; GO:0005515; GO:0043765; GO:0046872; GO:0006298; GO:0003677,information storage and processing,L,b1960,0.2% glucose (c limitation),1.29e-05,Balakrishnan et al. 2022,NQ1243,0.78
wza,GO:0005515; GO:0046377; GO:0055085; GO:0000271; GO:0015159; GO:0015288; GO:0046930; GO:0009279; GO:0016021; GO:0016020; GO:0015774; GO:0008643; GO:0006811,cellular processes and signaling,M,b2062,0.2% glucose (c limitation),3.05e-07,Balakrishnan et al. 2022,NQ1243,0.78
wzb,GO:0006470; GO:0035335; GO:0016787; GO:0004721; GO:0000271; GO:0005829; GO:0004725; GO:0009242,cellular processes and signaling,T,b2061,0.2% glucose (c limitation),1.57e-07,Balakrishnan et al. 2022,NQ1243,0.78
wzc,GO:0005515; GO:0042802; GO:0045226; GO:0016740; GO:0016301; GO:0000271; GO:0016887; GO:0005887; GO:0038083; GO:0009103; GO:0016310; GO:0005524; GO:0000166; GO:0005886; GO:0016021; GO:0016020; GO:0004713; GO:0009242,cellular processes and signaling,M,b2060,0.2% glucose (c limitation),4.5e-07,Balakrishnan et al. 2022,NQ1243,0.78
xapB,GO:0015862; GO:0015861; GO:0015213; GO:0015212; GO:0005887; GO:1901642; GO:0015863; GO:0015858; GO:0005337; GO:0055086; GO:0015553; GO:0005886; GO:0016021; GO:0016020,Not Assigned,Not Assigned,b2406,0.2% glucose (c limitation),3.21e-06,Balakrishnan et al. 2022,NQ1243,0.78
xylE,GO:1902600; GO:0005351; GO:0022857; GO:0055085; GO:0015753; GO:0005887; GO:0015519; GO:0005886; GO:0016021; GO:0016020; GO:0015293; GO:0008643,Not Assigned,Not Assigned,b4031,0.2% glucose (c limitation),4.55e-06,Balakrishnan et al. 2022,NQ1243,0.78
ydhC,GO:1990961; GO:0042910; GO:0006855; GO:0005887; GO:0055085; GO:0005886; GO:0016021; GO:0016020,metabolism,G,b1660,0.2% glucose (c limitation),1.81e-05,Balakrishnan et al. 2022,NQ1243,0.78
yedW,GO:0005829; GO:0003677; GO:0045893; GO:0045892; GO:0032993; GO:0001216; GO:0000976; GO:0000156; GO:0005515; GO:0003700; GO:0006355; GO:0005737; GO:0000160; GO:0006351,information storage and processing,K,b1969,0.2% glucose (c limitation),6.17e-05,Balakrishnan et al. 2022,NQ1243,0.78
yehT,GO:0005829; GO:0005515; GO:0003677; GO:0000160; GO:0006355,information storage and processing,K,b2125,0.2% glucose (c limitation),7.92e-05,Balakrishnan et al. 2022,NQ1243,0.78
ygaY,GO:0005886,Not Assigned,Not Assigned,b2681,0.2% glucose (c limitation),1.89e-06,Balakrishnan et al. 2022,NQ1243,0.78
ygaZ,GO:0015562; GO:0005304; GO:0005887; GO:1903785; GO:0055085; GO:0005886; GO:0016021; GO:0016020,metabolism,E,b2682,0.2% glucose (c limitation),5.67e-05,Balakrishnan et al. 2022,NQ1243,0.78
ynjE,GO:0019346; GO:0016740; GO:0042597; GO:0016783; GO:0004792,metabolism,P,b1757,0.2% glucose (c limitation),4.12e-05,Balakrishnan et al. 2022,NQ1243,0.78
ypdB,GO:0005829; GO:0003677; GO:0006355; GO:0046677; GO:0048870; GO:1900192; GO:0005737; GO:0000160,information storage and processing,K,b2381,0.2% glucose (c limitation),3.03e-05,Balakrishnan et al. 2022,NQ1243,0.78
zitB,GO:0055085; GO:0006812; GO:0098655; GO:0071577; GO:0008324; GO:0005385; GO:0005886; GO:0016021; GO:0016020; GO:0006829; GO:0006811,metabolism,P,b0752,0.2% glucose (c limitation),3.33e-05,Balakrishnan et al. 2022,NQ1243,0.78
zraR,GO:2000144; GO:0006351; GO:0043565; GO:0008134; GO:0006355; GO:0005829; GO:0005737; GO:0005524; GO:0003677; GO:0000166; GO:0000160; GO:0000156,cellular processes and signaling,T,b4004,0.2% glucose (c limitation),8.66e-06,Balakrishnan et al. 2022,NQ1243,0.78
zraS,GO:0000160; GO:0000155; GO:0023014; GO:0036460; GO:0007165; GO:0018106; GO:0016772; GO:0016740; GO:0016310; GO:0016301; GO:0016021; GO:0016020; GO:0005886; GO:0004673; GO:0071294; GO:0071284; GO:0046777; GO:0005887; GO:0000166; GO:0005524,Not Assigned,Not Assigned,b4003,0.2% glucose (c limitation),8.04e-06,Balakrishnan et al. 2022,NQ1243,0.78
zur,GO:1900376; GO:0045892; GO:0044212; GO:0008270; GO:0042802; GO:0032993; GO:0001217; GO:0000976; GO:0003700; GO:0006355; GO:0005829; GO:0003677; GO:0006351,metabolism,P,b4046,0.2% glucose (c limitation),8.56e-05,Balakrishnan et al. 2022,NQ1243,0.78
zwf,GO:0016614; GO:0005515; GO:0042802; GO:0010699; GO:0016491; GO:0050661; GO:0006098; GO:0005829; GO:0009372; GO:0055114; GO:0006006; GO:0005975; GO:0004345,metabolism,G,b1852,0.2% glucose (c limitation),0.000253,Balakrishnan et al. 2022,NQ1243,0.78
aas,GO:0016874; GO:0016746; GO:0016740; GO:0016020; GO:0003824; GO:0008654; GO:0008152; GO:0006631; GO:0005886; GO:0016021; GO:0005524; GO:0000166; GO:0008779; GO:0008922,metabolism,Q,b2836,0.2% glucose (c limitation),3.09e-05,Balakrishnan et al. 2022,NCM3722,0.91
aat,GO:0016755; GO:0016746; GO:0016740; GO:0030163; GO:0005829; GO:0008914; GO:0005737,cellular processes and signaling,O,b0885,0.2% glucose (c limitation),5.13e-05,Balakrishnan et al. 2022,NCM3722,0.91
aceE,GO:0045250; GO:0042803; GO:0030976; GO:0000287; GO:0016491; GO:0003824; GO:0042802; GO:0004738; GO:0055114; GO:0046872; GO:0006096; GO:0005515; GO:0004739,metabolism,C,b0114,0.2% glucose (c limitation),0.00108,Balakrishnan et al. 2022,NCM3722,0.91
aceF,GO:0030523; GO:0016407; GO:0016746; GO:0016740; GO:0006090; GO:0006086; GO:0045254; GO:0031405; GO:0006096; GO:0005737; GO:0005515; GO:0004742,metabolism,C,b0115,0.2% glucose (c limitation),0.000662,Balakrishnan et al. 2022,NCM3722,0.91
ackA,GO:0000287; GO:0044011; GO:0006083; GO:0046872; GO:0016774; GO:0016740; GO:0016301; GO:0006082; GO:0005737; GO:0019542; GO:0019413; GO:0006085; GO:0008270; GO:0005524; GO:0000166; GO:0005829; GO:0016310; GO:0008776,metabolism,C,b2296,0.2% glucose (c limitation),0.000306,Balakrishnan et al. 2022,NCM3722,0.91
acpP,GO:0008289; GO:0008610; GO:0006631; GO:0006629; GO:0005829; GO:0005515; GO:0042493; GO:0031177; GO:0009245; GO:0006633; GO:0005737; GO:0000036; GO:0000035,metabolism,Q,b1094,0.2% glucose (c limitation),0.00845,Balakrishnan et al. 2022,NCM3722,0.91
acrB,GO:0042908; GO:0015299; GO:0055085; GO:0022857; GO:0015562; GO:0046677; GO:0030288; GO:0015567; GO:0015895; GO:0015908; GO:0042931; GO:0042930; GO:0015125; GO:0009636; GO:0015721; GO:1990281; GO:0042802; GO:0005515; GO:0005887; GO:0042493; GO:0005886; GO:0016021; GO:0016020,cellular processes and signaling,V,b0462,0.2% glucose (c limitation),0.000225,Balakrishnan et al. 2022,NCM3722,0.91
acs,GO:0006935; GO:0006476; GO:0005829; GO:0034421; GO:0033558; GO:0018394; GO:0016874; GO:0003824; GO:0046872; GO:0019427; GO:0016208; GO:0005524; GO:0000166; GO:0003987; GO:0050218; GO:0045733,metabolism,I,b4069,0.2% glucose (c limitation),5.44e-05,Balakrishnan et al. 2022,NCM3722,0.91
ada,GO:0018125; GO:0045893; GO:0045892; GO:0005829; GO:0005515; GO:0016740; GO:0008168; GO:0008152; GO:0046872; GO:0043565; GO:0003700; GO:0080111; GO:0006355; GO:0006307; GO:0032259; GO:0008270; GO:0006974; GO:0003824; GO:0003677; GO:0003908; GO:0006281,information storage and processing,L,b2213,0.2% glucose (c limitation),1.02e-05,Balakrishnan et al. 2022,NCM3722,0.91
add,GO:0008270; GO:0046103; GO:0046101; GO:0019239; GO:0016787; GO:0043103; GO:0032261; GO:0015950; GO:0006154; GO:0009168; GO:0009117; GO:0006974; GO:0005829; GO:0046872; GO:0004000,metabolism,F,b1623,0.2% glucose (c limitation),3.09e-05,Balakrishnan et al. 2022,NCM3722,0.91
adk,GO:0046940; GO:0006165; GO:0004550; GO:0019205; GO:0016776; GO:0016740; GO:0016301; GO:0009165; GO:0006139; GO:0005737; GO:0000166; GO:0044209; GO:0006172; GO:0005829; GO:0016310; GO:0000287; GO:0016208; GO:0015951; GO:0005524; GO:0005515; GO:0004017,metabolism,F,b0474,0.2% glucose (c limitation),0.000248,Balakrishnan et al. 2022,NCM3722,0.91
aer,GO:0005887; GO:0004888; GO:0006935; GO:0042802; GO:0052131; GO:0005886; GO:0016021; GO:0016020; GO:0007165,cellular processes and signaling,T,b3072,0.2% glucose (c limitation),5.9e-05,Balakrishnan et al. 2022,NCM3722,0.91
aes,GO:0009056; GO:0016787; GO:0042803; GO:0034338; GO:0005829; GO:0005515; GO:0043433; GO:0051346; GO:0052689; GO:0008126; GO:0005737,metabolism,I,b0476,0.2% glucose (c limitation),5.99e-06,Balakrishnan et al. 2022,NCM3722,0.91
agp,GO:0006007; GO:0016311; GO:0016787; GO:0030288; GO:0042803; GO:0042597; GO:0008877; GO:0016158,Not Assigned,Not Assigned,b1002,0.2% glucose (c limitation),1.79e-05,Balakrishnan et al. 2022,NCM3722,0.91
ahpF,GO:0005623; GO:0022900; GO:0009321; GO:0050660; GO:0016491; GO:0051287; GO:0045454; GO:0015035; GO:0009055; GO:0000302; GO:0008785; GO:0071949; GO:0055114; GO:0005829,cellular processes and signaling,V,b0606,0.2% glucose (c limitation),0.000154,Balakrishnan et al. 2022,NCM3722,0.91
ahr,GO:0016616; GO:0005829; GO:0006631; GO:0006629; GO:0016491; GO:0008106; GO:0055114; GO:0046872; GO:0008270,metabolism,G,b4269,0.2% glucose (c limitation),5.66e-06,Balakrishnan et al. 2022,NCM3722,0.91
aidB,GO:0042802; GO:0006974; GO:0016627; GO:0016491; GO:0003995; GO:0005515; GO:0005737; GO:0045892; GO:0043565; GO:0055114; GO:0003677; GO:0008470,metabolism,I,b4187,0.2% glucose (c limitation),1.67e-06,Balakrishnan et al. 2022,NCM3722,0.91
ais,GO:0016311; GO:0016791; GO:0008653; GO:0042597; GO:0016787,Not Assigned,Not Assigned,b2252,0.2% glucose (c limitation),1.51e-06,Balakrishnan et al. 2022,NCM3722,0.91
alkB,GO:0005515; GO:0103053; GO:0055114; GO:0046872; GO:0016491; GO:0006974; GO:0080111; GO:0070989; GO:0043734; GO:0042245; GO:0035553; GO:0035552; GO:0035515; GO:0051213; GO:0006307; GO:0008198; GO:0006281,information storage and processing,L,b2212,0.2% glucose (c limitation),2.86e-06,Balakrishnan et al. 2022,NCM3722,0.91
alr,GO:0042803; GO:0071555; GO:0005829; GO:0016853; GO:0003824; GO:0030170; GO:0006522; GO:0030632; GO:0009252; GO:0008360; GO:0008784,cellular processes and signaling,M,b4053,0.2% glucose (c limitation),0.000121,Balakrishnan et al. 2022,NCM3722,0.91
alx,GO:0071467; GO:0016021; GO:0016020; GO:0005886,metabolism,P,b3088,0.2% glucose (c limitation),2.51e-05,Balakrishnan et al. 2022,NCM3722,0.91
amn,GO:0046033; GO:0016787; GO:0003824; GO:0009116; GO:0044209; GO:0005829; GO:0042802; GO:0008152; GO:0008714,metabolism,F,b1982,0.2% glucose (c limitation),7.62e-05,Balakrishnan et al. 2022,NCM3722,0.91
ansA,GO:0016787; GO:0008152; GO:0006520; GO:0003824; GO:0005829; GO:0033345; GO:0042802; GO:0004067; GO:0005737,cellular processes and signaling,U,b1767,0.2% glucose (c limitation),6.19e-05,Balakrishnan et al. 2022,NCM3722,0.91
ansB,GO:0032991; GO:0006530; GO:0042802; GO:0042597; GO:0016787; GO:0006528; GO:0006520; GO:0030288; GO:0004067,cellular processes and signaling,U,b2957,0.2% glucose (c limitation),4.2e-06,Balakrishnan et al. 2022,NCM3722,0.91
apt,GO:0042803; GO:0016757; GO:0016740; GO:0005737; GO:0009116; GO:0044209; GO:0000287; GO:0005829; GO:0006168; GO:0006166; GO:0003999,metabolism,F,b0469,0.2% glucose (c limitation),0.000198,Balakrishnan et al. 2022,NCM3722,0.91
arcB,GO:0005886; GO:0016021; GO:0004721; GO:0070482; GO:0005887; GO:0005829; GO:0000155; GO:0005524; GO:0000166; GO:0046777; GO:0006355; GO:0004673; GO:0007165; GO:0016020; GO:0016301; GO:0016310; GO:0016740; GO:0016772; GO:0018106; GO:0023014; GO:0000160,cellular processes and signaling,T,b3210,0.2% glucose (c limitation),5.72e-05,Balakrishnan et al. 2022,NCM3722,0.91
argF,GO:0019240; GO:0042450; GO:0016743; GO:0016740; GO:0046872; GO:0016597; GO:0006591; GO:0006520; GO:0006974; GO:0005829; GO:0008652; GO:0004585; GO:0006526; GO:0005737,metabolism,E,b0273,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NCM3722,0.91
argI,GO:0019240; GO:0042450; GO:0016743; GO:0016740; GO:0003824; GO:0046872; GO:0016597; GO:0008152; GO:0006591; GO:0006520; GO:0005829; GO:0008652; GO:0004585; GO:0006526; GO:0005737,metabolism,E,b4254,0.2% glucose (c limitation),0.000126,Balakrishnan et al. 2022,NCM3722,0.91
aroK,GO:0046677; GO:0019632; GO:0005829; GO:0000287; GO:0016310; GO:0046872; GO:0016740; GO:0016301; GO:0009073; GO:0008652; GO:0005737; GO:0005524; GO:0000166; GO:0004765; GO:0009423,metabolism,E,b3390,0.2% glucose (c limitation),0.000338,Balakrishnan et al. 2022,NCM3722,0.91
aroL,GO:0019632; GO:0000287; GO:0005829; GO:0016310; GO:0046872; GO:0016740; GO:0016301; GO:0009073; GO:0008652; GO:0005524; GO:0000166; GO:0004765; GO:0009423; GO:0005737,metabolism,E,b0388,0.2% glucose (c limitation),0.000193,Balakrishnan et al. 2022,NCM3722,0.91
asd,GO:0071266; GO:0005829; GO:0016620; GO:0016491; GO:0009085; GO:0008652; GO:0006520; GO:0051287; GO:0050661; GO:0046983; GO:0009097; GO:0009088; GO:0009086; GO:0006974; GO:0055114; GO:0019877; GO:0004073; GO:0009089; GO:0009090,metabolism,E,b3433,0.2% glucose (c limitation),0.000837,Balakrishnan et al. 2022,NCM3722,0.91
